,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,50234750.0,6068000.0,,
June 2009,50234750.0,6068000.0,,
September 2009,50234750.0,6068000.0,,
December 2009,50234750.0,6068000.0,,
March 2010,48489000.0,987000.0,,
June 2010,54041000.0,13716000.0,843364000.0,439573000.0
September 2010,47286000.0,2584000.0,802480000.0,399521000.0
December 2010,47801000.0,124000.0,788580000.0,381999000.0
March 2011,46488000.0,-3670000.0,856076000.0,456042000.0
June 2011,45328000.0,4277000.0,832853000.0,434225000.0
September 2011,44013000.0,5616000.0,798423000.0,400071000.0
December 2011,45534000.0,-1674000.0,764007000.0,358194000.0
March 2012,45778000.0,4155000.0,839390000.0,434732000.0
June 2012,49434000.0,17509000.0,852637000.0,449016000.0
September 2012,45186000.0,4160000.0,833345000.0,432388000.0
December 2012,44521000.0,-1927000.0,860540000.0,453173000.0
March 2013,48228000.0,5224000.0,966950000.0,550075000.0
June 2013,53102000.0,15772000.0,977312000.0,554746000.0
September 2013,53020000.0,14091000.0,933513000.0,509554000.0
December 2013,50040000.0,7995000.0,916987000.0,496398000.0
March 2014,53908000.0,7216000.0,1006784000.0,582352000.0
June 2014,58989000.0,21789000.0,1021879000.0,591400000.0
September 2014,59936000.0,19234000.0,1015483000.0,585395000.0
December 2014,56942000.0,9312000.0,1023800000.0,573006000.0
March 2015,61705000.0,10162000.0,1167468000.0,709219000.0
June 2015,68431000.0,25976000.0,1139666000.0,679444000.0
September 2015,67951000.0,25556000.0,1111918000.0,647525000.0
December 2015,66178000.0,18901000.0,1107679000.0,648232000.0
March 2016,70828000.0,19212000.0,1145777000.0,682381000.0
June 2016,77762000.0,33398000.0,1194506000.0,729705000.0
September 2016,74457000.0,27819000.0,1310637000.0,790787000.0
December 2016,87105000.0,20750000.0,1292058000.0,756438000.0
March 2017,86919000.0,21062000.0,1477659000.0,899313000.0
June 2017,94341000.0,33642000.0,1482039000.0,894865000.0
September 2017,92389000.0,33693000.0,1486926000.0,888600000.0
December 2017,88571000.0,31115000.0,1464677000.0,863487000.0
March 2018,93206000.0,32833000.0,1631464000.0,1043713000.0
June 2018,104595000.0,44044000.0,1736619000.0,1112631000.0
September 2018,102704000.0,41219000.0,1677171000.0,1046851000.0
December 2018,91730000.0,30502000.0,1647548000.0,995278000.0
March 2019,105943000.0,35540000.0,1821398000.0,1103472000.0
June 2019,112688000.0,54515000.0,1850659000.0,1097108000.0
September 2019,115958000.0,51859000.0,1880625000.0,1092104000.0
December 2019,104458000.0,37736000.0,1889477000.0,1093072000.0
March 2020,109339000.0,40159000.0,1882982000.0,1060909000.0
June 2020,113781000.0,66463000.0,2058608000.0,1236605000.0
September 2020,134649000.0,77204000.0,2350620000.0,1512109000.0
December 2020,86827000.0,62952000.0,2404891000.0,1538362000.0
March 2021,150098000.0,103311000.0,2786088000.0,1737058000.0
June 2021,184539000.0,173382000.0,3228283000.0,2122500000.0
September 2021,169467000.0,121041000.0,3014247000.0,1922750000.0
December 2021,178149000.0,137906000.0,3245271000.0,2073476000.0
March 2022,220150000.0,189703000.0,3673966000.0,2472417000.0
June 2022,214538000.0,203118000.0,3610823000.0,2376444000.0
