,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,203627000.0,-368278250.0,
June 2008,203627000.0,-368278250.0,
September 2008,203627000.0,-368278250.0,
December 2008,203627000.0,-368278250.0,
March 2009,126559000.0,-514818000.0,
June 2009,122263000.0,-189465000.0,
September 2009,221538000.0,-361387000.0,
December 2009,202074000.0,-116897000.0,10051222000.0
March 2010,161306000.0,-12488000.0,
June 2010,157415000.0,76303000.0,9915496000.0
September 2010,425643000.0,-995116000.0,9092636000.0
December 2010,150738000.0,-165428000.0,7699376000.0
March 2011,142446000.0,-39526000.0,7516629000.0
June 2011,138380000.0,-55385000.0,7425605000.0
September 2011,121610000.0,-129298000.0,7228654000.0
December 2011,117147000.0,13821000.0,6885620000.0
March 2012,123314000.0,-11666000.0,6859443000.0
June 2012,124186000.0,42436000.0,6952825000.0
September 2012,125191000.0,116633000.0,7140580000.0
December 2012,141766000.0,58742000.0,6734409000.0
March 2013,129626000.0,81762000.0,6741141000.0
June 2013,150531000.0,36417000.0,6452271000.0
September 2013,138637000.0,2281884000.0,8693722000.0
December 2013,149706000.0,220053000.0,8734143000.0
March 2014,144887000.0,74819000.0,8351411000.0
June 2014,229767000.0,41880000.0,8467336000.0
September 2014,147136000.0,140545000.0,8614645000.0
December 2014,146025000.0,217095000.0,8569410000.0
March 2015,161312000.0,54971000.0,8433285000.0
June 2015,130119000.0,103324000.0,8157956000.0
September 2015,159361000.0,107769000.0,8801578000.0
December 2015,138988000.0,228027000.0,9189406000.0
March 2016,191015000.0,83300000.0,9843480000.0
June 2016,256273000.0,117760000.0,9507056000.0
September 2016,183008000.0,128470000.0,9871532000.0
December 2016,326854000.0,273172000.0,10178200000.0
March 2017,236268000.0,91518000.0,9920814000.0
June 2017,216211000.0,100749000.0,9812878000.0
September 2017,237495000.0,177539000.0,9971269000.0
December 2017,201607000.0,77415000.0,9686649000.0
March 2018,240893000.0,170751000.0,9706395000.0
June 2018,226056000.0,324089000.0,9815576000.0
September 2018,252757000.0,289535000.0,10055080000.0
December 2018,292317000.0,237649000.0,10172976000.0
March 2019,252727000.0,166757000.0,10207336000.0
June 2019,259440000.0,241041000.0,10095537000.0
September 2019,270625000.0,273104000.0,10264513000.0
December 2019,261545000.0,335798000.0,10715597000.0
March 2020,263669000.0,203711000.0,11423374000.0
June 2020,196858000.0,348620000.0,10958485000.0
September 2020,271257000.0,416398000.0,11365022000.0
December 2020,279658000.0,438111000.0,12205498000.0
March 2021,271686000.0,304107000.0,11445741000.0
June 2021,272286000.0,503399000.0,12082020000.0
September 2021,320506000.0,475549000.0,12571851000.0
December 2021,344220000.0,663265000.0,13352631000.0
March 2022,329022000.0,454723000.0,13164240000.0
June 2022,351256000.0,652435000.0,13700336000.0
