,NetIncomeLoss,Assets
March 2007,163564750.0,
June 2007,163564750.0,
September 2007,163564750.0,
December 2007,163564750.0,
March 2008,181230500.0,
June 2008,181230500.0,
September 2008,91185000.0,
December 2008,102241000.0,65815757000.0
March 2009,64221000.0,
June 2009,51188000.0,
September 2009,127664000.0,68997450000.0
December 2009,136818000.0,68880399000.0
March 2010,150955000.0,68439222000.0
June 2010,188749000.0,
September 2010,192015000.0,68246837000.0
December 2010,204442000.0,68021263000.0
March 2011,206273000.0,67881208000.0
June 2011,322358000.0,77727154000.0
September 2011,183108000.0,77863891000.0
December 2011,147740000.0,77924287000.0
March 2012,206463000.0,79186887000.0
June 2012,233380000.0,80807578000.0
September 2012,293462000.0,81085233000.0
December 2012,296193000.0,83008803000.0
March 2013,274113000.0,82811957000.0
June 2013,348466000.0,83229005000.0
September 2013,294479000.0,84427485000.0
December 2013,221422000.0,85162391000.0
March 2014,229017000.0,88530360000.0
June 2014,284336000.0,90835002000.0
September 2014,275344000.0,97228342000.0
December 2014,277549000.0,96685535000.0
March 2015,241613000.0,98377783000.0
June 2015,286688000.0,97080076000.0
September 2015,280401000.0,97797062000.0
December 2015,270965000.0,122787884000.0
March 2016,298528000.0,124625632000.0
June 2016,336031000.0,123820584000.0
September 2016,349984000.0,126841028000.0
December 2016,330571000.0,123449206000.0
March 2017,348927000.0,123223251000.0
June 2017,381053000.0,120896567000.0
September 2017,355923000.0,120401804000.0
December 2017,322403000.0,118593487000.0
March 2018,352610000.0,118622824000.0
June 2018,493160000.0,118426053000.0
September 2018,526091000.0,116827637000.0
December 2018,546219000.0,120097403000.0
March 2019,482742000.0,120025205000.0
June 2019,473260000.0,121554895000.0
September 2019,480081000.0,125500926000.0
December 2019,493066000.0,119872757000.0
March 2020,268822000.0,124577833000.0
June 2020,241054000.0,139536969000.0
September 2020,372136000.0,138626743000.0
December 2020,471140000.0,142601105000.0
March 2021,447249000.0,150481060000.0
June 2021,458069000.0,150622707000.0
September 2021,495460000.0,151901194000.0
December 2021,457968000.0,155107160000.0
March 2022,362174000.0,149863552000.0
June 2022,217522000.0,204032889000.0
