,NetIncomeLoss,Assets,AssetsCurrent
December 2007,38720000.0,,
March 2008,38720000.0,,
June 2008,38720000.0,,
September 2008,38720000.0,,
December 2008,97777000.0,,
March 2009,97777000.0,,
June 2009,-7435000.0,,
September 2009,-22881000.0,977514000.0,307556000.0
December 2009,48375000.0,,
March 2010,98388000.0,,
June 2010,-6616000.0,986443000.0,314525000.0
September 2010,-24831000.0,970260000.0,296427000.0
December 2010,43129000.0,997127000.0,324880000.0
March 2011,100316000.0,1022532000.0,355720000.0
June 2011,-6787000.0,976123000.0,313002000.0
September 2011,-21692000.0,956459000.0,297822000.0
December 2011,23232000.0,952130000.0,297367000.0
March 2012,49573000.0,931478000.0,282531000.0
June 2012,-9323000.0,896064000.0,249168000.0
September 2012,-61600000.0,2883850000.0,337515000.0
December 2012,59788000.0,2928931000.0,406523000.0
March 2013,131152000.0,2955779000.0,456183000.0
June 2013,-45188000.0,2979542000.0,510391000.0
September 2013,-66954000.0,2727987000.0,293322000.0
December 2013,58671000.0,2776441000.0,374707000.0
March 2014,149547000.0,2853545000.0,482946000.0
June 2014,-58989000.0,2649500000.0,305178000.0
September 2014,-54720000.0,2609363000.0,294865000.0
December 2014,55807000.0,2622563000.0,329060000.0
March 2015,136634000.0,2651484000.0,380178000.0
June 2015,-40952000.0,2540312000.0,295328000.0
September 2015,-67137000.0,2485730000.0,273413000.0
December 2015,12266000.0,2453017000.0,217912000.0
March 2016,92011000.0,2439691000.0,224876000.0
June 2016,-29598000.0,2361385000.0,184623000.0
September 2016,-60239000.0,2295969000.0,147299000.0
December 2016,34489000.0,2294225000.0,186821000.0
March 2017,83812000.0,2283885000.0,196922000.0
June 2017,-29716000.0,2191300000.0,130784000.0
September 2017,-50590000.0,2171283000.0,139493000.0
December 2017,37168000.0,2236372000.0,232709000.0
March 2018,106787000.0,2227981000.0,246854000.0
June 2018,-16595000.0,2131533000.0,163759000.0
September 2018,-50826000.0,2101199000.0,157768000.0
December 2018,27719000.0,2151901000.0,232136000.0
March 2019,121016000.0,2139970000.0,232636000.0
June 2019,-29041000.0,2035143000.0,140564000.0
September 2019,-51062000.0,1998348000.0,123440000.0
December 2019,40163000.0,2184409000.0,199955000.0
March 2020,77361000.0,2160017000.0,179007000.0
June 2020,-15578000.0,2074968000.0,127229000.0
September 2020,-41188000.0,2047253000.0,115958000.0
December 2020,37977000.0,2110271000.0,188540000.0
March 2021,127216000.0,2128734000.0,229843000.0
June 2021,-26021000.0,2046762000.0,160078000.0
September 2021,-16379000.0,2051730000.0,180108000.0
December 2021,21298000.0,2096926000.0,223378000.0
March 2022,175102000.0,2199857000.0,299206000.0
June 2022,-2535000.0,2115395000.0,214769000.0
