,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,198508500.0,32766500.0,-129983250.0,,
June 2019,198508500.0,32766500.0,-129983250.0,,
September 2019,198508500.0,32766500.0,-129983250.0,,
December 2019,198508500.0,32766500.0,-129983250.0,,
March 2020,144336000.0,26729000.0,-52840000.0,,
June 2020,141706000.0,26541000.0,4987000.0,,
September 2020,192919000.0,27456000.0,-70796000.0,,
December 2020,173148000.0,29194000.0,26256000.0,,
March 2021,373206000.0,93040000.0,-239663000.0,,
June 2021,257748000.0,57646000.0,-100026000.0,,
September 2021,293963000.0,61559000.0,-122787000.0,,
December 2021,299413000.0,64412000.0,-63110000.0,,
March 2022,316002000.0,68690000.0,-122561000.0,,
June 2022,317839000.0,67849000.0,-120378000.0,,
