,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,7904250.0,963250.0,2671750.0,,
June 2009,7904250.0,963250.0,2671750.0,,
September 2009,7904250.0,963250.0,2671750.0,,
December 2009,7904250.0,963250.0,2671750.0,,
March 2010,9011000.0,858000.0,1752000.0,,
June 2010,14763000.0,1069000.0,826000.0,,
September 2010,13508000.0,1250000.0,3173000.0,,
December 2010,14478000.0,1912000.0,4120000.0,214835000.0,82787000.0
March 2011,13066000.0,1383000.0,3093000.0,,
June 2011,13475000.0,1802000.0,1781000.0,232080000.0,90574000.0
September 2011,14722000.0,1898000.0,4327000.0,233137000.0,92375000.0
December 2011,15033000.0,2314000.0,4527000.0,240368000.0,102189000.0
March 2012,16172000.0,2378000.0,3751000.0,244348000.0,103937000.0
