,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,252906.5,33430.5,-244393.0,,
March 2010,252906.5,33430.5,-244393.0,,
June 2010,335442.0,90635.0,-297017.0,,
September 2010,299364.0,61888.0,-301213.0,136120.0,110850.0
December 2010,273359.0,26398.0,-195099.0,,
March 2011,311465.0,29072.0,-271042.0,,
June 2011,367078.0,47276.0,-271483.0,314343.0,299603.0
September 2011,406364.0,134267.0,-466412.0,106043.0,93842.0
December 2011,312710.0,56976.0,-309763.0,128999.0,119286.0
March 2012,241144.0,60841.0,-216441.0,159083.0,151773.0
June 2012,221825.0,24553.0,-247597.0,,
September 2012,299390.0,43838.0,-475411.0,369379.0,367037.0
December 2012,1288931.0,3000.0,-1957784.0,,
March 2013,182132.0,20.0,-294322.0,,
June 2013,319499.0,0.0,-320492.0,308453.0,308453.0
September 2013,319109.0,5280.0,-291831.0,125310.0,125310.0
December 2013,122731.0,0.0,-111052.0,108660.0,108660.0
March 2014,79717.0,3000.0,-68406.0,36703.0,36703.0
June 2014,59615.0,3000.0,-57733.0,40235.0,40235.0
September 2014,77897.0,650.0,-62708.0,27255.0,27255.0
December 2014,91300.0,0.0,-75689.0,24761.0,24761.0
March 2015,85863.0,3027.0,-581249.0,2029236.0,29236.0
June 2015,185065.0,0.0,-145866.0,1972153.0,72153.0
September 2015,1319149.0,880.0,-1250963.0,749556.0,116556.0
December 2015,100709.0,0.0,-87610.0,,
March 2016,166785.0,0.0,-55105.0,666995.0,104329.0
June 2016,164107.0,8636.0,-62999.0,633588.0,106089.0
September 2016,393555.0,6000.0,-371889.0,301791.0,52803.0
December 2016,424438.0,18700.0,-367138.0,541172.0,249736.0
March 2017,273213.0,28514.0,-243482.0,419765.0,156709.0
June 2017,258309.0,21217.0,-145083.0,409463.0,174787.0
September 2017,152007.0,37337.0,-103480.0,369733.0,163437.0
December 2017,292791.0,62957.0,-119927.0,289828.0,111912.0
March 2018,302654.0,59618.0,-106666.0,284215.0,134679.0
June 2018,263410.0,49417.0,-113747.0,,
September 2018,245374.0,50264.0,-192469.0,217612.0,124836.0
December 2018,254816.0,52448.0,-111160.0,,
March 2019,330496.0,61093.0,-149126.0,246965.0,194833.0
June 2019,315563.0,44248.0,-19164.0,247651.0,201818.0
September 2019,324859.0,49918.0,102852.0,302162.0,282628.0
December 2019,320358.0,55729.0,-37184.0,893899.0,332255.0
March 2020,335472.0,31072.0,5813.0,753103.0,238135.0
June 2020,235976.0,28192.0,10966.0,758976.0,274759.0
September 2020,214150.0,37609.0,185674.0,393332.0,371485.0
December 2020,284465.0,30789.0,35424.0,332749.0,310353.0
March 2021,277978.0,39538.0,71122.0,367925.0,343905.0
June 2021,302542.0,48285.0,65243.0,660017.0,629977.0
September 2021,293333.0,49049.0,189309.0,839474.0,783282.0
December 2021,366534.0,49260.0,60247.0,753554.0,686732.0
March 2022,298966.0,47016.0,105656.0,797854.0,729877.0
