,NetIncomeLoss,Assets
December 2007,-277271250.0,
March 2008,-277271250.0,
June 2008,-277271250.0,
September 2008,-277271250.0,
December 2008,-140557000.0,
March 2009,-140557000.0,
June 2009,-171605000.0,
September 2009,35572000.0,
December 2009,-6523000.0,7314791000.0
March 2010,39719000.0,
June 2010,30035000.0,
September 2010,32030000.0,8279899000.0
December 2010,27406000.0,8787851000.0
March 2011,13785000.0,8580484000.0
June 2011,20730000.0,8699229000.0
September 2011,30278000.0,8724018000.0
December 2011,14968000.0,9154671000.0
March 2012,452703000.0,8867494000.0
June 2012,87109000.0,9351209000.0
September 2012,124344000.0,9718500000.0
December 2012,57492000.0,10362206000.0
March 2013,137436000.0,10432269000.0
June 2013,120662000.0,10494157000.0
September 2013,164084000.0,11015593000.0
December 2013,78117000.0,11273247000.0
March 2014,137719000.0,11526788000.0
June 2014,177757000.0,11994626000.0
September 2014,245323000.0,12290077000.0
December 2014,114963000.0,12958267000.0
March 2015,183016000.0,13120645000.0
June 2015,223312000.0,13895459000.0
September 2015,281603000.0,14169375000.0
December 2015,144080000.0,14419509000.0
March 2016,218469000.0,14195188000.0
June 2016,235842000.0,14847801000.0
September 2016,313453000.0,14998720000.0
December 2016,38080000.0,15361781000.0
March 2017,213645000.0,16230113000.0
June 2017,249165000.0,16754505000.0
September 2017,309590000.0,16939373000.0
December 2017,136215000.0,18745034000.0
March 2018,310257000.0,27944023000.0
June 2018,453211000.0,28351109000.0
September 2018,796148000.0,28289395000.0
December 2018,239910000.0,28566181000.0
March 2019,421472000.0,28749926000.0
June 2019,513366000.0,29583064000.0
September 2019,674304000.0,29459447000.0
December 2019,398452000.0,29359511000.0
March 2020,517406000.0,29173699000.0
June 2020,666418000.0,29309025000.0
September 2020,882760000.0,29315285000.0
December 2020,1001369000.0,29935177000.0
March 2021,831363000.0,30551980000.0
June 2021,1406888000.0,31223227000.0
September 2021,1190491000.0,32744190000.0
December 2021,503581000.0,33207778000.0
March 2022,1320756000.0,32635252000.0
June 2022,1467344000.0,34306202000.0
