,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,302800250.0,120694250.0,,,
June 2008,302800250.0,120694250.0,,,
September 2008,302800250.0,120694250.0,,,
December 2008,302800250.0,120694250.0,,,
March 2009,276634000.0,20118000.0,,,
June 2009,247875000.0,-5787000.0,,,
September 2009,251761000.0,41757000.0,,,
December 2009,253975000.0,92070000.0,4306777000.0,1390904000.0,2915900000.0
March 2010,269200000.0,44700000.0,,,
June 2010,272200000.0,61500000.0,4618520000.0,1722333000.0,
September 2010,278135000.0,48650000.0,4817523000.0,1921157000.0,
December 2010,284049000.0,39503000.0,4668893000.0,1700897000.0,2968000000.0
March 2011,318500000.0,92300000.0,5088500000.0,2116300000.0,
June 2011,313700000.0,98700000.0,5218500000.0,2256600000.0,
September 2011,319600000.0,,5728000000.0,2429700000.0,
December 2011,328300000.0,,5605900000.0,2274700000.0,3331200000.0
March 2012,357700000.0,,5931800000.0,2585900000.0,
June 2012,346700000.0,,6035300000.0,2608200000.0,
September 2012,345400000.0,,6030400000.0,2580200000.0,
December 2012,346400000.0,,5857700000.0,2277400000.0,3580300000.0
March 2013,357700000.0,,5981100000.0,2426400000.0,
June 2013,426000000.0,,7575600000.0,2932500000.0,
September 2013,430000000.0,,7492300000.0,2869100000.0,
December 2013,424700000.0,,7341000000.0,2738900000.0,4602100000.0
March 2014,441000000.0,,7596700000.0,3025100000.0,
June 2014,444900000.0,,7714700000.0,3155400000.0,
September 2014,472900000.0,,8034700000.0,3394400000.0,
December 2014,431000000.0,,7836600000.0,3121100000.0,4715500000.0
March 2015,446100000.0,,7887600000.0,3215000000.0,
June 2015,440800000.0,,7691200000.0,3038900000.0,
September 2015,428900000.0,,7455600000.0,2890000000.0,
December 2015,412700000.0,,7121600000.0,2554200000.0,4567400000.0
March 2016,450800000.0,,7519500000.0,2739900000.0,
June 2016,455200000.0,,7644600000.0,2853800000.0,
September 2016,454300000.0,,7584900000.0,2848900000.0,
December 2016,437800000.0,,7411300000.0,2688500000.0,4722800000.0
March 2017,476200000.0,,7724400000.0,3025600000.0,
June 2017,475900000.0,,7831200000.0,3144400000.0,
September 2017,470000000.0,,7846900000.0,3169100000.0,
December 2017,480700000.0,,7751000000.0,3051300000.0,4699700000.0
March 2018,519400000.0,,8147900000.0,3437600000.0,
June 2018,535900000.0,,8352600000.0,3648200000.0,
September 2018,531000000.0,,8372600000.0,3692600000.0,
December 2018,505500000.0,,8044900000.0,3285000000.0,4759900000.0
March 2019,532100000.0,,8504200000.0,3560800000.0,
June 2019,531400000.0,,8327100000.0,3365900000.0,
September 2019,518700000.0,,8130900000.0,3165000000.0,
December 2019,513200000.0,,8131100000.0,3010200000.0,5120900000.0
March 2020,522700000.0,,8085500000.0,3086400000.0,
June 2020,438500000.0,,7724100000.0,2726700000.0,
September 2020,449200000.0,,7998700000.0,3032000000.0,
December 2020,463600000.0,,8106800000.0,3112800000.0,4994000000.0
March 2021,518500000.0,,8549000000.0,3584700000.0,
June 2021,563300000.0,,8930000000.0,3944600000.0,
September 2021,606800000.0,,9252400000.0,4284000000.0,
December 2021,617900000.0,,9536000000.0,4160100000.0,5375900000.0
March 2022,611900000.0,,10114200000.0,4744000000.0,
June 2022,648600000.0,,10402700000.0,5023900000.0,
