,OperatingExpenses,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
March 2010,545154.0,22189.0,,
June 2010,545154.0,22189.0,,
September 2010,465948.0,35365.0,,
December 2010,,,52085807.0,21511939.0
March 2011,732117.0,37630.5,,
June 2011,732117.0,37630.5,,
September 2011,619447.0,37432.0,60272562.0,30391453.0
