,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,1054500.0,-1328500.0,,
June 2019,1054500.0,-1328500.0,,
September 2019,1026000.0,-1530000.0,,
December 2019,658000.0,-974000.0,2189000.0,2160000.0
March 2020,592000.0,-1805000.0,,
June 2020,1677000.0,-1992000.0,,
September 2020,5830000.0,-8456000.0,267939000.0,232266000.0
December 2020,5187000.0,-7702000.0,279563000.0,192337000.0
March 2021,7445000.0,-8866000.0,369414000.0,311568000.0
June 2021,12024000.0,-13974000.0,360124000.0,290497000.0
September 2021,10707000.0,-15674000.0,347331000.0,238992000.0
December 2021,12618000.0,-16339000.0,332008000.0,260799000.0
March 2022,14460000.0,-20980000.0,313002000.0,269154000.0
June 2022,14803000.0,-24335000.0,292011000.0,255860000.0
