,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2011,-7443000.0,-35394000.0,,
June 2011,2829000.0,12781000.0,,
September 2011,4614000.0,22613000.0,,
December 2011,6633000.0,25030000.0,608106000.0,96598000.0
March 2012,1985000.0,17646000.0,612301000.0,112546000.0
June 2012,2423000.0,17784000.0,,
September 2012,1399000.0,16010000.0,626844000.0,144331000.0
December 2012,1249000.0,19545000.0,608402000.0,136411000.0
