,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2013,,-10.5,,
December 2013,,-10.5,,
March 2014,,13997.0,,
June 2014,,11162.0,66674.0,47713.0
September 2014,16304.0,-1108.0,,
December 2014,10630.0,-9036.0,,
March 2015,17130.0,-14256.0,55290.0,32875.0
June 2015,11628.0,13340.0,53960.0,33162.0
September 2015,12168.0,-4937.0,48991.0,29212.0
December 2015,20048.0,-8541.0,40152.0,21392.0
March 2016,10353.0,-7950.0,32202.0,14461.0
June 2016,9237.0,-11503.0,25699.0,8977.0
September 2016,9022.0,-1922.0,26277.0,10574.0
December 2016,2041.0,3059.0,21836.0,7152.0
March 2017,6097.0,-1097.0,27739.0,14074.0
June 2017,10051.0,-10051.0,17688.0,5042.0
September 2017,10750.0,25540.0,105161.0,93534.0
December 2017,86320.0,-388304.0,239850.0,229242.0
March 2018,24198.0,-440090.0,237380.0,135291.0
June 2018,83060.0,-518020.0,626369.0,118799.0
September 2018,76330.0,-1163973.0,840226.0,345487.0
December 2018,62912.0,-2948955.0,1083470.0,101563.0
