,NetIncomeLoss,Assets,AssetsCurrent
September 2009,,,
December 2009,,,
March 2010,,,
June 2010,,,
September 2010,-1460813.0,,
December 2010,-1780958.0,,
March 2011,-1362839.0,,
June 2011,-1411549.0,,
September 2011,-1361735.0,116122652.0,5065597.0
December 2011,-1363599.0,115512363.0,4497750.0
March 2012,-1419926.0,114863480.0,3924055.0
June 2012,-13273401.0,114295973.0,3428580.0
September 2012,-1333590.0,111582077.0,7661764.0
December 2012,-914692.0,110873641.0,11735280.0
March 2013,-1052745.0,110322155.0,11560539.0
June 2013,-849418.0,108968322.0,10201858.0
September 2013,-846502.0,108618300.0,9899969.0
December 2013,-455975.0,108288875.0,9216453.0
March 2014,-381246.0,108489745.0,13219528.0
June 2014,1372279.0,106657560.0,12862308.0
September 2014,10308.0,108173822.0,4463256.0
December 2014,-86.0,108072006.0,3209195.0
March 2015,30247.0,102964861.0,2063634.0
June 2015,-23082.0,102894916.0,2021842.0
September 2015,-97.0,73060913.0,39580939.0
December 2015,-270699.0,72172177.0,38512072.0
March 2016,-422270.0,71725467.0,27565832.0
June 2016,-521.0,71123258.0,29589792.0
September 2016,-338000.0,70879614.0,28807427.0
December 2016,-317290.0,70532657.0,28565593.0
March 2017,-554416.0,71211436.0,29274398.0
June 2017,-501000.0,69867056.0,27118028.0
September 2017,-97000.0,69787572.0,27124282.0
December 2017,100000.0,69616453.0,26577192.0
March 2018,54601.0,69864771.0,22815808.0
June 2018,357000.0,70130210.0,24775307.0
September 2018,634000.0,71906615.0,27918218.0
December 2018,-96025.0,71145419.0,24950446.0
March 2019,1261371.0,74345933.0,24994719.0
June 2019,3012000.0,76839973.0,25692380.0
September 2019,5762465.0,83721404.0,23537737.0
December 2019,273918.0,88929509.0,27936321.0
March 2020,27000.0,91603401.0,26577005.0
June 2020,686971.0,88209073.0,23002535.0
September 2020,845000.0,89761000.0,25991000.0
December 2020,17352000.0,88953000.0,24358000.0
March 2021,624000.0,108526000.0,23059000.0
June 2021,1289000.0,109110000.0,22873000.0
September 2021,1514000.0,117177000.0,38715000.0
December 2021,1693000.0,116351000.0,31450000.0
March 2022,837000.0,113361000.0,25308000.0
