,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,41409750.0,4826250.0,,
June 2009,41409750.0,4826250.0,,
September 2009,41409750.0,4826250.0,,
December 2009,41409750.0,4826250.0,,
March 2010,42537000.0,6287500.0,,
June 2010,42537000.0,6287500.0,,
September 2010,40321000.0,-430000.0,,
December 2010,40267000.0,-3428000.0,,
March 2011,44000000.0,-1000000.0,,
June 2011,46200000.0,3900000.0,,
September 2011,40836000.0,-10108000.0,,
December 2011,46100000.0,-7300000.0,,
March 2012,45900000.0,-4500000.0,,
June 2012,57500000.0,-26700000.0,,
September 2012,45500000.0,-53600000.0,,
December 2012,46500000.0,-33600000.0,,
