,OperatingExpenses,NetIncomeLoss,Assets
September 2010,15192.0,-15192.0,
December 2010,2000.0,-2000.0,
March 2011,2000.0,-2000.0,
June 2011,2000.0,-2000.0,
September 2011,31268.0,-31268.0,
December 2011,2000.0,-2000.0,
March 2012,2000.0,-2000.0,
June 2012,2000.0,-2000.0,
September 2012,14715.0,-14715.0,
December 2012,7269.0,-7269.0,
March 2013,2000.0,-2000.0,
June 2013,2146.0,-2146.0,
September 2013,21230.0,-21217.0,
December 2013,6201.0,-6201.0,
March 2014,7408.0,-7408.0,
June 2014,3734.0,-3734.0,
September 2014,7364.0,-7364.0,
