,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2008,24600000.0,36375000.0,,,,
December 2008,24600000.0,36375000.0,,,,
March 2009,24600000.0,36375000.0,,,,
June 2009,24600000.0,36375000.0,,,,
September 2009,26500000.0,34000000.0,28225000.0,,,
December 2009,25900000.0,35800000.0,28225000.0,,,
March 2010,26700000.0,38000000.0,28225000.0,,,
June 2010,26800000.0,40600000.0,28225000.0,1007000000.0,555000000.0,452000000.0
September 2010,28700000.0,42100000.0,19500000.0,970600000.0,485500000.0,485100000.0
December 2010,30100000.0,38100000.0,27000000.0,1010000000.0,513100000.0,496900000.0
March 2011,27700000.0,36100000.0,24200000.0,1023300000.0,504500000.0,518800000.0
June 2011,30500000.0,33700000.0,10300000.0,1046300000.0,497500000.0,548800000.0
September 2011,24400000.0,38300000.0,3800000.0,1007800000.0,447400000.0,560400000.0
December 2011,23700000.0,33200000.0,16100000.0,1041700000.0,454700000.0,587000000.0
March 2012,22100000.0,33700000.0,22100000.0,1068300000.0,449100000.0,619200000.0
June 2012,24300000.0,40000000.0,22100000.0,1154100000.0,452300000.0,701800000.0
September 2012,27600000.0,34400000.0,9300000.0,1151700000.0,454300000.0,697400000.0
December 2012,26700000.0,37900000.0,4300000.0,1146700000.0,474000000.0,672700000.0
March 2013,29900000.0,47100000.0,7500000.0,1185600000.0,503500000.0,682100000.0
June 2013,30300000.0,49900000.0,13500000.0,1224600000.0,501700000.0,722900000.0
