,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,21202500.0,17735000.0,,-13572750.0,,,
June 2009,21202500.0,17735000.0,,-13572750.0,,,
September 2009,21202500.0,17735000.0,,-13572750.0,,,
December 2009,21202500.0,17735000.0,,-13572750.0,,,
March 2010,15375000.0,10211000.0,,-20787500.0,,,
June 2010,20326000.0,13576000.0,,-20787500.0,,,
September 2010,16815000.0,10091000.0,,-17979000.0,,,
December 2010,13111000.0,6093000.0,,-6511000.0,144286000.0,144065000.0,
March 2011,9908000.0,4480000.0,5365500.0,-9853000.0,135534000.0,135346000.0,
June 2011,16338000.0,11035000.0,5365500.0,-16197000.0,126201000.0,125921000.0,
September 2011,8941000.0,3738000.0,5203000.0,-8627000.0,159728000.0,159407000.0,
December 2011,11889000.0,5351000.0,6538000.0,-11463000.0,152056000.0,151736000.0,
March 2012,18772000.0,6291000.0,12638000.0,-18778000.0,338716000.0,338418000.0,
June 2012,24317000.0,8873000.0,15444000.0,-24048000.0,322078000.0,321666000.0,
September 2012,40573000.0,9300000.0,31269000.0,-40396000.0,308500000.0,307081000.0,
December 2012,58255000.0,7601000.0,50314000.0,-56659000.0,264114000.0,262163000.0,287000.0
March 2013,57909000.0,7046000.0,44696000.0,-53576000.0,210933000.0,207074000.0,992000.0
June 2013,56979000.0,9232000.0,42727000.0,-55512000.0,427012000.0,415895000.0,7788000.0
September 2013,68056000.0,8405000.0,38167000.0,-48204000.0,422478000.0,411636000.0,7874000.0
December 2013,52752000.0,4994000.0,32645000.0,-17164000.0,431796000.0,423941000.0,5901000.0
March 2014,44619000.0,4423000.0,28609000.0,-15550000.0,420896000.0,413544000.0,5594000.0
June 2014,39367000.0,4086000.0,28266000.0,-25825000.0,400674000.0,393559000.0,5390000.0
September 2014,41789000.0,2574000.0,27828000.0,-15825000.0,391823000.0,382460000.0,7857000.0
December 2014,39117000.0,2710000.0,26836000.0,-25447000.0,366938000.0,358437000.0,7155000.0
March 2015,38990000.0,2694000.0,26400000.0,-15466000.0,354728000.0,347075000.0,6464000.0
June 2015,64192000.0,2599000.0,22201000.0,-49352000.0,311321000.0,304399000.0,
September 2015,32965000.0,1532000.0,17129000.0,-16106000.0,291258000.0,284849000.0,
December 2015,19560000.0,3277000.0,13657000.0,-12183000.0,277202000.0,273592000.0,
March 2016,19855000.0,1029000.0,15122000.0,-12708000.0,259734000.0,256424000.0,
June 2016,17435000.0,1096000.0,13692000.0,-11401000.0,252011000.0,248977000.0,
September 2016,14201000.0,1696000.0,10440000.0,-9152000.0,313151000.0,310692000.0,
December 2016,17082000.0,1771000.0,13125000.0,56563000.0,305776000.0,303434000.0,
March 2017,19778000.0,2180000.0,11431000.0,-1056000.0,295485000.0,293368000.0,
June 2017,16214000.0,1014000.0,11630000.0,-13386000.0,282791000.0,280923000.0,
September 2017,12767000.0,865000.0,8388000.0,-5994000.0,266739000.0,265025000.0,
December 2017,13821000.0,1204000.0,8681000.0,-10075000.0,264968000.0,263412000.0,
March 2018,14192000.0,1403000.0,10068000.0,-10653000.0,249303000.0,247869000.0,
June 2018,18312000.0,2042000.0,11711000.0,-12574000.0,305261000.0,163271000.0,
September 2018,17680000.0,2102000.0,8456000.0,-9223000.0,306389000.0,168090000.0,
December 2018,18357000.0,1800000.0,7706000.0,-4500000.0,302147000.0,167527000.0,
March 2019,20233000.0,2469000.0,,-7949000.0,290183000.0,157721000.0,
June 2019,20437000.0,2352000.0,,-5935000.0,284647000.0,156015000.0,
September 2019,19127000.0,3266000.0,,-11072000.0,226103000.0,101165000.0,
December 2019,20932000.0,2380000.0,,-6547000.0,218308000.0,96800000.0,
