,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2014,44594250.0,11273000.0,0.0,-9622500.0,,
June 2014,44594250.0,11273000.0,0.0,-9622500.0,,
September 2014,44594250.0,11273000.0,0.0,-9622500.0,,
December 2014,44594250.0,11273000.0,0.0,-9622500.0,,
March 2015,59733000.0,11830000.0,0.0,-17830000.0,,
June 2015,67487000.0,12643000.0,0.0,-21124000.0,,
September 2015,67567000.0,12230000.0,0.0,-18528000.0,,
December 2015,66934000.0,18097000.0,0.0,-14899000.0,,
March 2016,68944000.0,13596000.0,,-11627000.0,,
June 2016,70793000.0,12848000.0,,-12051000.0,,
September 2016,68314000.0,16963000.0,,-7718000.0,,
December 2016,74805000.0,27623000.0,,-6817000.0,,
March 2017,80052000.0,19479000.0,,-14236000.0,,
June 2017,76264000.0,19693000.0,,-12118000.0,,
September 2017,79693000.0,19501000.0,,-11601000.0,,
December 2017,88222000.0,21491000.0,,9878000.0,,
March 2018,83221000.0,22354000.0,,-13819000.0,,
June 2018,80393000.0,22453000.0,,-9769000.0,,
September 2018,77506000.0,21114000.0,,-3735000.0,,
December 2018,80204000.0,21687000.0,,-11778000.0,,
March 2019,84473000.0,22642000.0,,-8270000.0,,
June 2019,88056000.0,24863000.0,,-10260000.0,,
September 2019,89899000.0,24095000.0,,-7908000.0,,
December 2019,89715000.0,23364000.0,,-5228000.0,,
March 2020,89041000.0,24073000.0,,-7536000.0,,
June 2020,81533000.0,24109000.0,,-1227000.0,,
September 2020,86926000.0,27608000.0,,-3608000.0,,
December 2020,94202000.0,29218000.0,,-9531000.0,,
March 2021,90112000.0,28152000.0,,-6390000.0,,
June 2021,91590000.0,30417000.0,,-11763000.0,,
September 2021,96179000.0,32767000.0,,-12863000.0,,
December 2021,92581000.0,31158000.0,,-8775000.0,,
March 2022,97936000.0,33331000.0,,-21598000.0,,
June 2022,98852000.0,33638000.0,,-24719000.0,,
