,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,20749.0,,,,
June 2012,13854.0,,,,
September 2012,7649.0,,,,
December 2012,16715.0,,,11750.0,9645.0
March 2013,12440.0,12293.0,505.0,,
June 2013,17119.0,-433.0,-10796.0,13554.0,8624.0
September 2013,3335.0,3335.0,-15062.0,27818.0,23480.0
December 2013,25324.0,,,18442.0,18442.0
March 2014,14506.0,14457.0,-17916.0,10119.0,6540.0
June 2014,-279.0,-230.0,-15280.0,,
September 2014,26394.0,26394.0,-28794.0,1376.0,1376.0
