,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,,,
June 2009,,,,
September 2009,,,,
December 2009,,,,
March 2010,,18512000.0,,
June 2010,,-3866000.0,,
September 2010,,24675000.0,,
December 2010,,-5270000.0,134784000.0,112181000.0
March 2011,,12353000.0,,
June 2011,,2139000.0,340175000.0,321720000.0
September 2011,,10803000.0,367984000.0,350664000.0
December 2011,,-4189000.0,352877000.0,325048000.0
March 2012,,49928000.0,663491000.0,453394000.0
June 2012,,6321000.0,694701000.0,441970000.0
September 2012,,-6619000.0,693746000.0,430478000.0
December 2012,,9823000.0,668717000.0,324563000.0
March 2013,,5113000.0,714532000.0,377900000.0
June 2013,,-12503000.0,680592000.0,345361000.0
September 2013,,-15711000.0,657716000.0,329501000.0
December 2013,,-33333000.0,593393000.0,273728000.0
March 2014,,-24421000.0,574726000.0,253289000.0
June 2014,,-12949000.0,568676000.0,254952000.0
September 2014,,-12415000.0,548920000.0,248351000.0
December 2014,,-16244000.0,536348000.0,218708000.0
March 2015,,-13130000.0,507364000.0,201780000.0
June 2015,,-3686000.0,503964000.0,210749000.0
September 2015,,-27310000.0,467647000.0,187340000.0
December 2015,,-115910000.0,347901000.0,183877000.0
March 2016,,-9965000.0,339813000.0,186589000.0
June 2016,,-40573000.0,296408000.0,194896000.0
September 2016,,7082000.0,323496000.0,218066000.0
December 2016,,-10611000.0,296003000.0,188490000.0
March 2017,,-11830000.0,272861000.0,169682000.0
June 2017,,-14252000.0,264490000.0,136633000.0
September 2017,,158465000.0,441210000.0,162388000.0
December 2017,,-110203000.0,308768000.0,139695000.0
March 2018,,-32038000.0,317835000.0,188203000.0
June 2018,,-28427000.0,250467000.0,143982000.0
September 2018,,-33195000.0,220276000.0,157103000.0
December 2018,,-11369000.0,223949000.0,201472000.0
March 2019,,-4384000.0,219097000.0,195522000.0
June 2019,,-5757000.0,203762000.0,183500000.0
September 2019,,-7608000.0,186930000.0,173459000.0
December 2019,,634000.0,218161000.0,171765000.0
March 2020,0.0,-11291000.0,213721000.0,162385000.0
June 2020,0.0,6148000.0,394146000.0,364123000.0
September 2020,0.0,38348000.0,426515000.0,366050000.0
December 2020,0.0,80239000.0,511307000.0,457669000.0
March 2021,0.0,-164465000.0,568958000.0,482810000.0
June 2021,0.0,19507000.0,627732000.0,544460000.0
September 2021,100000.0,89604000.0,749834000.0,669431000.0
December 2021,100000.0,204551000.0,798856000.0,730682000.0
March 2022,190000.0,-73266000.0,661440000.0,596719000.0
June 2022,145000.0,-61503000.0,561699000.0,500165000.0
