,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,88000000.0,,,
June 2012,88000000.0,,,
September 2012,88000000.0,,,
December 2012,88000000.0,,,
March 2013,34000000.0,,,
June 2013,155000000.0,,,
September 2013,200000000.0,,,
December 2013,26000000.0,26562000000.0,2383000000.0,24179000000.0
March 2014,123000000.0,26393000000.0,2295000000.0,24098000000.0
June 2014,209000000.0,26497000000.0,2417000000.0,24080000000.0
September 2014,183000000.0,26324000000.0,2414000000.0,23910000000.0
December 2014,158000000.0,26125000000.0,2499000000.0,23626000000.0
March 2015,150000000.0,25905000000.0,2489000000.0,23416000000.0
June 2015,161000000.0,26051000000.0,2501000000.0,23550000000.0
September 2015,279000000.0,25932000000.0,2646000000.0,23286000000.0
December 2015,814000000.0,25622000000.0,2585000000.0,23037000000.0
March 2016,309000000.0,25721000000.0,2738000000.0,22983000000.0
June 2016,239000000.0,25853000000.0,2930000000.0,22923000000.0
September 2016,187000000.0,25871000000.0,3024000000.0,22847000000.0
December 2016,-387000000.0,26211000000.0,3557000000.0,22654000000.0
March 2017,74000000.0,14287000000.0,2069000000.0,12218000000.0
June 2017,150000000.0,14269000000.0,1999000000.0,12270000000.0
September 2017,179000000.0,14223000000.0,1905000000.0,12318000000.0
December 2017,729000000.0,14228000000.0,2007000000.0,12221000000.0
March 2018,161000000.0,14260000000.0,2008000000.0,12252000000.0
June 2018,217000000.0,13986000000.0,1844000000.0,12142000000.0
September 2018,162000000.0,14143000000.0,2035000000.0,12108000000.0
December 2018,224000000.0,13995000000.0,1983000000.0,12012000000.0
March 2019,158000000.0,14853000000.0,1876000000.0,12977000000.0
June 2019,260000000.0,15140000000.0,2215000000.0,12925000000.0
September 2019,288000000.0,15067000000.0,2255000000.0,12812000000.0
December 2019,175000000.0,14957000000.0,2093000000.0,12864000000.0
March 2020,18000000.0,15788000000.0,3149000000.0,12639000000.0
June 2020,-430000000.0,17126000000.0,4577000000.0,12549000000.0
September 2020,-79000000.0,17129000000.0,4584000000.0,12545000000.0
December 2020,-224000000.0,16755000000.0,4202000000.0,12553000000.0
March 2021,-108000000.0,15974000000.0,3468000000.0,12506000000.0
June 2021,130000000.0,15090000000.0,2379000000.0,12711000000.0
September 2021,241000000.0,15314000000.0,2694000000.0,12620000000.0
December 2021,147000000.0,15441000000.0,2871000000.0,12570000000.0
March 2022,212000000.0,15459000000.0,2861000000.0,12598000000.0
June 2022,368000000.0,15382000000.0,2840000000.0,12542000000.0
