,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,,,,-52973.333333333336,,
September 2010,,,,-52973.333333333336,,
December 2010,,,,-52973.333333333336,,
March 2011,6309737.75,,,-96722.0,,
June 2011,6309737.75,,,-23013.0,,
September 2011,6309737.75,,,-108225.0,,
December 2011,6309737.75,,,-449529.0,46284557.0,408170.0
March 2012,4186995.0,50711.0,,-190203.0,46175298.0,
June 2012,2663219.0,73972.0,,-243847.0,46204822.0,
September 2012,1697756.0,-124683.0,,-1814304.0,46181588.0,
December 2012,9979036.0,,,-14141577.0,28378634.0,27874752.0
March 2013,3496667.0,,,-3233831.0,23802809.0,22841516.0
June 2013,25578342.0,,,-20231697.0,23860884.0,10961765.0
September 2013,8908988.0,,,-3869613.0,26858352.0,15142796.0
December 2013,25511925.0,,,-20974206.0,22508725.0,12689171.0
March 2014,7363849.0,,,-3593328.0,18305622.0,9030645.0
June 2014,4975014.0,,,1347769.0,16577581.0,6481451.0
September 2014,7971804.0,,,-9058835.0,15781608.0,6398795.0
December 2014,8131247.0,,,1118878.0,14322669.0,4883214.0
March 2015,7699641.0,,,-2239208.0,14029157.0,4797673.0
June 2015,9410672.0,,,-1764285.0,25800817.0,10051674.0
September 2015,14601888.0,,,-4513201.0,26177627.0,10852890.0
December 2015,19044528.0,,,-4736918.0,22913561.0,7330756.0
March 2016,12974397.0,,,-1847719.0,21615756.0,6461249.0
June 2016,16468546.0,,,-5346448.0,22120665.0,7267379.0
September 2016,15778662.0,,,-3469540.0,23395806.0,8677685.0
December 2016,17902702.0,,,24263707.0,23170067.0,9215961.0
March 2017,15824679.0,,2715169.5,-2487498.0,22984772.0,9224192.0
June 2017,17484988.0,,2715169.5,-1640340.0,21973740.0,8500946.0
September 2017,16175343.0,,2357729.0,-1702536.0,20434630.0,7026660.0
December 2017,19177232.0,,2841705.0,-4083111.0,32331430.0,19041139.0
March 2018,16971637.0,,2446480.0,-1610847.0,29262998.0,16206283.0
June 2018,17876427.0,,2499496.0,-903731.0,26766279.0,13876763.0
September 2018,18004398.0,,2346809.0,-910414.0,24848259.0,9212893.0
December 2018,17265476.0,,2465903.0,-1511190.0,25764014.0,9685114.0
March 2019,15850548.0,,2384866.0,-1120847.0,23524026.0,7037708.0
June 2019,19096812.0,,2299070.0,-1537447.0,23251095.0,6892075.0
September 2019,17672399.0,,2398786.0,-1010627.0,23441267.0,7405048.0
December 2019,17965017.0,416769.25,2259062.0,-2831079.0,23042921.0,8668676.0
March 2020,16881337.0,416769.25,2319911.0,-1366216.0,19962344.0,5928573.0
June 2020,13735328.0,416769.25,1385329.0,-324690.0,21682870.0,8251975.0
September 2020,-36487464.0,416769.25,1647596.0,-2329570.0,22572567.0,9170199.0
December 2020,3470701.0,518023.0,1663208.0,-4996450.0,26826730.0,13968158.0
March 2021,5215011.0,538271.0,1911850.0,-9297770.0,28290632.0,15746830.0
June 2021,6405553.0,1479399.0,2050861.0,1263875.0,30773107.0,18436375.0
September 2021,7311703.0,473334.0,,-31210235.0,17172494.0,6811055.0
December 2021,14058407.0,1157323.0,,-36463938.0,45413291.0,23472760.0
March 2022,30452870.0,1183437.0,,-32573385.0,105206180.0,83810846.0
June 2022,18221165.0,7324365.0,,-59471560.0,84264830.0,63088371.0
