,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,198675000.0,-26125000.0,,,
June 2009,198675000.0,-26125000.0,,,
September 2009,198675000.0,-26125000.0,,,
December 2009,198675000.0,-26125000.0,,,
March 2010,181600000.0,-2000000.0,,,
June 2010,180900000.0,3900000.0,,,
September 2010,192900000.0,9600000.0,,,
December 2010,199000000.0,14600000.0,1368400000.0,958600000.0,
March 2011,209600000.0,1100000.0,,,
June 2011,203300000.0,18800000.0,1509000000.0,1105000000.0,
September 2011,206500000.0,19700000.0,1488200000.0,1094100000.0,
December 2011,217000000.0,24100000.0,1541700000.0,1114700000.0,
March 2012,209000000.0,9600000.0,1606700000.0,1164700000.0,
June 2012,199400000.0,15000000.0,1585000000.0,1141500000.0,
September 2012,203500000.0,16600000.0,1635300000.0,1190100000.0,
December 2012,209300000.0,8900000.0,1635700000.0,1192600000.0,
March 2013,209800000.0,12900000.0,1648000000.0,1155000000.0,
June 2013,202600000.0,10000000.0,1716500000.0,1208100000.0,
September 2013,200200000.0,18800000.0,1771500000.0,1248000000.0,
December 2013,221900000.0,17200000.0,1798600000.0,1236500000.0,
March 2014,216000000.0,2500000.0,1804400000.0,1228900000.0,
June 2014,222200000.0,2800000.0,1893000000.0,1284800000.0,
September 2014,218300000.0,1400000.0,1901000000.0,1295400000.0,
December 2014,230000000.0,17000000.0,1917900000.0,1288200000.0,
March 2015,208200000.0,3700000.0,1866300000.0,1233100000.0,
June 2015,210800000.0,6800000.0,1932600000.0,1287400000.0,
September 2015,211600000.0,9100000.0,1949900000.0,1289200000.0,
December 2015,223000000.0,34200000.0,1939600000.0,1227100000.0,712500000.0
March 2016,218000000.0,11200000.0,1978400000.0,1268200000.0,
June 2016,220600000.0,8900000.0,1990100000.0,1254900000.0,735200000.0
September 2016,196300000.0,80900000.0,2039300000.0,1206400000.0,832900000.0
December 2016,208200000.0,19800000.0,2028100000.0,1214600000.0,813500000.0
March 2017,215200000.0,12200000.0,2135100000.0,1269600000.0,865500000.0
June 2017,208500000.0,18700000.0,2184100000.0,1310700000.0,873400000.0
September 2017,212500000.0,23000000.0,2336700000.0,1363900000.0,972800000.0
December 2017,234600000.0,17700000.0,2378200000.0,1384300000.0,993900000.0
March 2018,226200000.0,29100000.0,2436600000.0,1397700000.0,1038900000.0
June 2018,220100000.0,-15400000.0,2334600000.0,1347300000.0,987300000.0
September 2018,217200000.0,33100000.0,2393100000.0,1382800000.0,1010300000.0
December 2018,221300000.0,-23900000.0,2314400000.0,1400500000.0,913900000.0
March 2019,234800000.0,22100000.0,2472200000.0,1400200000.0,1072000000.0
June 2019,221500000.0,83800000.0,2542300000.0,1392900000.0,1149400000.0
September 2019,210600000.0,-10500000.0,2476300000.0,1365800000.0,1110500000.0
December 2019,216200000.0,17000000.0,2480600000.0,1405700000.0,1074900000.0
March 2020,219500000.0,-153200000.0,2261800000.0,1365800000.0,896000000.0
June 2020,178100000.0,41100000.0,2318700000.0,1377200000.0,941500000.0
September 2020,193400000.0,16700000.0,2391700000.0,1431000000.0,960700000.0
December 2020,214600000.0,23400000.0,2561900000.0,1549600000.0,1012300000.0
March 2021,202700000.0,25600000.0,2610100000.0,1595600000.0,1014500000.0
June 2021,217300000.0,24000000.0,2746900000.0,1509300000.0,1237600000.0
September 2021,219900000.0,34800000.0,2803500000.0,1538400000.0,1265100000.0
December 2021,230700000.0,71700000.0,2894200000.0,1588700000.0,1305500000.0
March 2022,235200000.0,-47600000.0,2785600000.0,1826300000.0,959300000.0
June 2022,240100000.0,2200000.0,2735200000.0,1737000000.0,998200000.0
