,NetIncomeLoss,Assets
September 2013,0.0,
December 2013,-700000.0,175500000.0
March 2014,6100000.0,195100000.0
June 2014,1200000.0,201900000.0
September 2014,3200000.0,200800000.0
December 2014,4600000.0,201300000.0
March 2015,5400000.0,208200000.0
June 2015,5500000.0,214300000.0
September 2015,4400000.0,214000000.0
December 2015,5400000.0,217600000.0
March 2016,5000000.0,204300000.0
June 2016,2000000.0,205700000.0
September 2016,3300000.0,204600000.0
December 2016,4000000.0,204700000.0
March 2017,4100000.0,204000000.0
June 2017,4600000.0,211900000.0
September 2017,-51900000.0,212700000.0
December 2017,0.0,182200000.0
March 2018,500000.0,176100000.0
June 2018,2500000.0,168400000.0
September 2018,-6700000.0,161800000.0
December 2018,-24900000.0,163300000.0
March 2019,1800000.0,144000000.0
June 2019,1000000.0,139500000.0
