,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,271251.0,3090537.0,5268163.0,,
June 2010,315998.0,2787581.0,166844.0,,
September 2010,252737.0,3505467.0,2385772.0,,
December 2010,158238.0,5804940.0,1488008.0,46033532.0,32090001.0
March 2011,106158.0,5219740.0,975175.0,,
June 2011,464506.0,4793462.0,1501752.0,49427543.0,37049352.0
September 2011,147138.0,5542274.0,1994648.0,77528933.0,64714813.0
December 2011,204630.0,6602490.0,3876026.0,82563971.0,68109905.0
March 2012,70006.0,6824262.0,1191.0,86985038.0,67180376.0
June 2012,108717.0,7636227.0,-932.0,108177307.0,80444905.0
September 2012,332971.0,9837217.0,-271.0,112119508.0,74006661.0
December 2012,220306.0,11154294.0,-1398.0,251446687.0,95715341.0
March 2013,1207116.0,14079188.0,-7910000.0,287934514.0,90973824.0
June 2013,1792184.0,13141447.0,-5677000.0,264454193.0,71810252.0
September 2013,633000.0,11740000.0,-6404.0,235051783.0,67954497.0
December 2013,1165700.0,23590365.0,-6226000.0,211386000.0,76385000.0
March 2014,968854.0,13623450.0,-9542000.0,256869135.0,124858217.0
June 2014,345000.0,13222000.0,-6233000.0,253139704.0,123900475.0
September 2014,290000.0,15049000.0,-11691000.0,490192000.0,112607000.0
December 2014,2334146.0,21072550.0,-7819000.0,487413000.0,129257000.0
March 2015,994000.0,20986000.0,-23674000.0,456102000.0,117050000.0
June 2015,1470000.0,24857000.0,-32235000.0,616701000.0,175724000.0
September 2015,3180000.0,27419000.0,-10740000.0,598444000.0,174990000.0
December 2015,2585000.0,24159000.0,-81666000.0,499191000.0,155690000.0
March 2016,928000.0,25950000.0,-25936000.0,449243000.0,129200000.0
June 2016,2499000.0,25492000.0,-31139000.0,402747000.0,106028000.0
September 2016,1712000.0,22173000.0,-26438000.0,374164000.0,98182000.0
December 2016,940000.0,25219000.0,-86077000.0,310441000.0,108910000.0
March 2017,528000.0,20275000.0,-29462000.0,259864000.0,76930000.0
June 2017,82000.0,19018000.0,-21616000.0,246484000.0,81832000.0
September 2017,99000.0,20226000.0,6360000.0,241604000.0,92982000.0
December 2017,78000.0,17282000.0,-32423000.0,204005000.0,92284000.0
March 2018,4000.0,17283000.0,-18584000.0,178401000.0,76713000.0
June 2018,6000.0,18257000.0,-13513000.0,166633000.0,66455000.0
September 2018,1524000.0,31872000.0,-11845000.0,274770000.0,120722000.0
