,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,107518750.0,38680500.0,-3467500.0,,
June 2009,107518750.0,38680500.0,-3467500.0,,
September 2009,107518750.0,38680500.0,-3467500.0,,
December 2009,107518750.0,38680500.0,-3467500.0,,
March 2010,99238000.0,37770000.0,-3738000.0,,
June 2010,100649000.0,39701000.0,-7412000.0,,
September 2010,95189000.0,36573000.0,-4650000.0,,
December 2010,91786000.0,34873000.0,-2952000.0,294825000.0,88315000.0
March 2011,90388000.0,34770000.0,-2038000.0,,
June 2011,87828000.0,32813000.0,-2026000.0,286754000.0,84128000.0
September 2011,87154000.0,33360000.0,-3699000.0,272182000.0,72321000.0
December 2011,85243000.0,31517000.0,-4092000.0,276733000.0,81896000.0
March 2012,83966000.0,31613000.0,-4973000.0,258319000.0,66736000.0
June 2012,84951000.0,35183000.0,-8071000.0,255253000.0,70012000.0
September 2012,84226000.0,34467000.0,-12703000.0,256949000.0,75478000.0
December 2012,78248000.0,29514000.0,-9526000.0,226411000.0,49652000.0
March 2013,77729000.0,31200000.0,-2367000.0,223265000.0,48495000.0
June 2013,75987000.0,30810000.0,-516000.0,217098000.0,45664000.0
September 2013,75437000.0,30569000.0,-1405000.0,217940000.0,48410000.0
December 2013,75192000.0,31422000.0,-4193000.0,209222000.0,42166000.0
March 2014,76012000.0,31559000.0,-3065000.0,210207000.0,44360000.0
June 2014,73004000.0,31179000.0,-1139000.0,205342000.0,40939000.0
September 2014,71538000.0,30002000.0,-2360000.0,206095000.0,42700000.0
December 2014,71043000.0,29614000.0,-2663000.0,209004000.0,47893000.0
March 2015,72058000.0,31030000.0,-3752000.0,209072000.0,48521000.0
June 2015,70875000.0,31212000.0,-2223000.0,200522000.0,41000000.0
September 2015,70637000.0,31188000.0,-1942000.0,204530000.0,45254000.0
December 2015,69514000.0,30237000.0,-1875000.0,202877000.0,45880000.0
March 2016,67581000.0,29097000.0,-160000.0,204138000.0,48455000.0
June 2016,67796000.0,29844000.0,569000.0,200346000.0,46080000.0
September 2016,66994000.0,29617000.0,915000.0,207644000.0,54765000.0
December 2016,66172000.0,29664000.0,940000.0,204319000.0,53619000.0
March 2017,67692000.0,31461000.0,-653000.0,207218000.0,58288000.0
