,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,237478250.0,,,,
June 2008,237478250.0,,,,
September 2008,237478250.0,,,,
December 2008,237478250.0,,,,
March 2009,404474000.0,20388750.0,,,
June 2009,231535000.0,20388750.0,3111740000.0,531516000.0,513676000.0
September 2009,208890000.0,20388750.0,3168335000.0,560714000.0,492435000.0
December 2009,229658000.0,20388750.0,3317698000.0,624870000.0,513574000.0
March 2010,356798000.0,31434000.0,3358639000.0,625986000.0,499484000.0
June 2010,225503000.0,-8659000.0,3370282000.0,553172000.0,510234000.0
September 2010,216413000.0,12390000.0,3540237000.0,644578000.0,514975000.0
December 2010,237557000.0,33520000.0,3711509000.0,670871000.0,517834000.0
March 2011,342468000.0,26910000.0,3727028000.0,611793000.0,518981000.0
June 2011,230503000.0,7752000.0,3810764000.0,616888000.0,533167000.0
September 2011,215021000.0,-10525000.0,3953367000.0,666068000.0,522889000.0
December 2011,297957000.0,25593000.0,4127083000.0,758921000.0,561326000.0
March 2012,295803000.0,29787000.0,3807936000.0,407129000.0,565289000.0
June 2012,221772000.0,-13483000.0,3774280000.0,336003000.0,565516000.0
September 2012,168998000.0,34457000.0,3853628000.0,570918000.0,570023000.0
December 2012,243600000.0,30767000.0,3729471000.0,405106000.0,565214000.0
March 2013,300825000.0,28740500.0,3686586000.0,343723000.0,559447000.0
June 2013,230789000.0,28740500.0,3746514000.0,338072000.0,559952000.0
September 2013,204341000.0,28740500.0,3801240000.0,328897000.0,562084000.0
December 2013,280452000.0,28740500.0,3875178000.0,345288000.0,522896000.0
March 2014,370571000.0,,3964964000.0,404416000.0,523836000.0
June 2014,236660000.0,,3970498000.0,344055000.0,526716000.0
September 2014,216848000.0,,4073262000.0,373952000.0,526979000.0
December 2014,308961000.0,,4245902000.0,454036000.0,569101000.0
March 2015,371487000.0,-8027750.0,4253185000.0,438685000.0,563732000.0
June 2015,311112000.0,-8027750.0,4220271000.0,438572000.0,554735000.0
September 2015,274149000.0,-8027750.0,4246562000.0,402282000.0,552805000.0
December 2015,318062000.0,-8027750.0,4626643000.0,806477000.0,562271000.0
March 2016,376369000.0,18242500.0,6324653000.0,423146000.0,1567508000.0
June 2016,290143000.0,18242500.0,6394864000.0,443734000.0,1548837000.0
September 2016,275377000.0,18242500.0,6452136000.0,418171000.0,1556546000.0
December 2016,408499000.0,18242500.0,6541773000.0,466814000.0,1567080000.0
March 2017,406492000.0,44258500.0,6475849000.0,401402000.0,1568663000.0
June 2017,279112000.0,44258500.0,6489092000.0,359256000.0,1565374000.0
September 2017,263619000.0,44258500.0,6551177000.0,385018000.0,
December 2017,314307000.0,44258500.0,6658902000.0,570782000.0,
March 2018,427115000.0,133004000.0,6626989000.0,492105000.0,
June 2018,286153000.0,21917000.0,6570129000.0,380652000.0,
September 2018,256894000.0,16950000.0,6661938000.0,384920000.0,
December 2018,387069000.0,86571000.0,6963327000.0,503833000.0,
March 2019,437679000.0,103808000.0,7037572000.0,484570000.0,
June 2019,279887000.0,14583000.0,7081453000.0,369673000.0,
September 2019,254997000.0,11740000.0,7274950000.0,377421000.0,
December 2019,356295000.0,69179000.0,7558457000.0,473184000.0,
March 2020,383865000.0,93174000.0,7648814000.0,489673000.0,
June 2020,259981000.0,20966000.0,7689932000.0,414105000.0,
September 2020,264356000.0,36283000.0,7829050000.0,403657000.0,
December 2020,360436000.0,77185000.0,8088786000.0,493291000.0,
March 2021,495117000.0,96316000.0,8696199000.0,578615000.0,
June 2021,305306000.0,25161000.0,8738052000.0,571739000.0,
September 2021,290717000.0,44112000.0,8910390000.0,627726000.0,
December 2021,448533000.0,71155000.0,9131896000.0,808133000.0,
March 2022,650217000.0,117526000.0,9130654000.0,849308000.0,
June 2022,401806000.0,,9134562000.0,760427000.0,
