,OperatingExpenses,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
March 2010,3190810.0,0.0,,
June 2010,3450507.0,0.0,,
September 2010,3619558.0,21517.0,,
December 2010,,,103184615.0,4541464.0
March 2011,3903276.0,727431.0,,
June 2011,3098845.0,691793.0,114493544.0,7199213.0
September 2011,2045394.0,470311.0,120156915.0,7557134.0
