,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
September 2010,3034000.0,,4529000.0,
December 2010,3034000.0,,4255000.0,
March 2011,3034000.0,,2335000.0,
June 2011,3034000.0,,2101000.0,1314549000.0
September 2011,2857500.0,,2318000.0,
December 2011,2857500.0,,1854000.0,1298559000.0
March 2012,3333000.0,,2332000.0,1286963000.0
June 2012,3271000.0,,4306000.0,1260917000.0
September 2012,2991000.0,,8730000.0,1271484000.0
December 2012,2998000.0,,6940000.0,1248330000.0
March 2013,3120000.0,,4870000.0,1221483000.0
June 2013,3352000.0,,5257000.0,1211041000.0
September 2013,2919000.0,,1513000.0,1153027000.0
December 2013,2855000.0,,1603000.0,1134062000.0
March 2014,2643000.0,,1399000.0,1125121000.0
June 2014,3239000.0,,2091000.0,1105629000.0
September 2014,2810000.0,,2390000.0,1106854000.0
December 2014,2812000.0,,2328000.0,1112390000.0
March 2015,3112000.0,,2600000.0,1213791000.0
June 2015,2951000.0,,2485000.0,1174555000.0
September 2015,2460000.0,,2443000.0,1177237000.0
December 2015,2718000.0,,982000.0,1164542000.0
March 2016,2709000.0,,1494000.0,1173751000.0
June 2016,3117000.0,,2555000.0,1171381000.0
September 2016,3029000.0,,1594000.0,1242514000.0
December 2016,3084000.0,,1504000.0,1192155000.0
March 2017,2157000.0,,1145000.0,1199445000.0
June 2017,3712000.0,,964000.0,1200633000.0
September 2017,5151000.0,5151000.0,-225000.0,1193786000.0
December 2017,3320000.0,3320000.0,-777000.0,1162131000.0
March 2018,2376000.0,2376000.0,1733000.0,1176602000.0
June 2018,2402000.0,,1400000.0,1175549000.0
September 2018,2512250.0,2109000.0,1823000.0,1157480000.0
December 2018,2512250.0,2390000.0,1958000.0,1127170000.0
March 2019,2512250.0,2422000.0,-151000.0,1119395000.0
June 2019,2512250.0,,787000.0,1084850000.0
