,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,30943750.0,,-1621000.0,,,
June 2009,30943750.0,,-1621000.0,,,
September 2009,30943750.0,,-1621000.0,,,
December 2009,30943750.0,,-1621000.0,,,
March 2010,32740000.0,145750.0,1060000.0,,,
June 2010,33571000.0,145750.0,413000.0,,,
September 2010,32685000.0,145750.0,3719000.0,,,
December 2010,36289000.0,145750.0,4450000.0,148911000.0,78366000.0,
March 2011,39678000.0,77000.0,4337000.0,,,
June 2011,45443000.0,41000.0,3196000.0,151314000.0,79800000.0,
September 2011,57650000.0,6000.0,-2778000.0,151362000.0,81420000.0,
December 2011,47978000.0,0.0,140665000.0,286379000.0,92595000.0,
March 2012,54445000.0,700000.0,5450000.0,278116000.0,86602000.0,
June 2012,52565000.0,700000.0,8367000.0,286673000.0,102227000.0,
September 2012,54184000.0,0.0,11642000.0,311979000.0,134277000.0,177702000.0
December 2012,58447000.0,-1394000.0,12314000.0,332749000.0,164826000.0,167923000.0
March 2013,65068000.0,200000.0,14185000.0,314732000.0,154211000.0,160521000.0
June 2013,69258000.0,200000.0,14783000.0,342600000.0,200825000.0,141775000.0
September 2013,68779000.0,,21302000.0,601634000.0,461138000.0,140496000.0
December 2013,72606000.0,,26860000.0,644954000.0,,
March 2014,75245000.0,,21767000.0,585827000.0,,
June 2014,90247000.0,,19792000.0,640679000.0,,
September 2014,78914000.0,,36995000.0,696001000.0,,
December 2014,75472000.0,,18411000.0,698773000.0,,
March 2015,79289000.0,,19725000.0,680374000.0,,
June 2015,83448000.0,,3648666.6666666665,721998000.0,,
September 2015,69253000.0,,3648666.6666666665,826763000.0,,
December 2015,69609000.0,,3648666.6666666665,859729000.0,,
March 2016,67545000.0,,12363000.0,781304000.0,,
June 2016,71342000.0,,8088000.0,975003000.0,,
September 2016,65786000.0,,15625000.0,929564000.0,,
December 2016,67067000.0,,12687000.0,824388000.0,,
March 2017,69729000.0,,13027000.0,1013423000.0,,
June 2017,90948000.0,,-305000.0,2291559000.0,,
September 2017,106886000.0,,18792000.0,2741558000.0,,
December 2017,100009000.0,,5498000.0,2590799000.0,,
March 2018,106411000.0,,23300000.0,2538209000.0,,
June 2018,105624000.0,,23070000.0,2689900000.0,,
September 2018,118264000.0,,26998000.0,2884282000.0,,
December 2018,108837000.0,,2161000.0,2870535000.0,,
March 2019,109719000.0,,21746000.0,2845302000.0,,
June 2019,110361000.0,,26926000.0,3066698000.0,,
September 2019,110168000.0,,24085000.0,3113131000.0,,
December 2019,108288000.0,,22892000.0,3204634000.0,,
March 2020,119964000.0,,-4285000.0,3392057000.0,,
June 2020,106272000.0,,11279000.0,3340087000.0,,
September 2020,113781000.0,,29648000.0,3390724000.0,,
December 2020,120715000.0,,43315000.0,3466943000.0,,
March 2021,154755000.0,,52032750.0,3702159000.0,,
June 2021,157600000.0,,52032750.0,3692822000.0,,
September 2021,158782000.0,,52032750.0,3777924000.0,,
December 2021,182609000.0,,52032750.0,3934181000.0,,
March 2022,186888000.0,,,3701866000.0,,
June 2022,168637000.0,,,3543915000.0,,
