,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,87648.25,1963.5,-78988.75,,
June 2015,87648.25,1963.5,-78988.75,,
September 2015,87648.25,1963.5,-78988.75,,
December 2015,87648.25,1963.5,-78988.75,340074.0,265709.0
March 2016,284750.0,2931.0,-643633.0,,
June 2016,371080.0,147064.0,-1549831.0,,
September 2016,495279.0,78784.0,-371785.0,,
December 2016,1718013.0,301801.0,-4638807.0,671449.0,315815.0
March 2017,490049.0,3791.0,-5467670.0,713930.0,357805.0
June 2017,656989.0,202849.0,-2425000.0,5360462.0,1142121.0
September 2017,1039904.0,269143.0,-255357.0,4880926.0,839711.0
December 2017,2189831.0,543308.0,-2447286.0,5405249.0,1519714.0
March 2018,3326391.0,347880.0,-1067877.0,4173622.0,1052446.0
June 2018,2877251.0,527999.0,-1828348.0,61889765.0,1545899.0
September 2018,3971141.0,802724.0,-2678452.0,62131844.0,1642121.0
December 2018,4141401.0,812915.0,-2606903.0,60937498.0,1923353.0
March 2019,4042551.0,936878.0,-12422034.0,62998481.0,3642318.0
June 2019,4367897.0,1170491.0,4812308.0,62075753.0,2993370.0
September 2019,4141254.0,1020819.0,-1255569.0,74083020.0,2826648.0
December 2019,4785126.0,982897.0,-714874.0,73682997.0,3518224.0
March 2020,5701779.0,903731.0,-3066224.0,71254569.0,3256831.0
June 2020,3422350.0,718203.0,-3125145.0,71836036.0,4748165.0
September 2020,43611028.0,549770.0,-42188801.0,26423444.0,4573684.0
