,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2007,84789250.0,60437000.0,,,
March 2008,84789250.0,60437000.0,,,
June 2008,84789250.0,60437000.0,,,
September 2008,84789250.0,60437000.0,,,
December 2008,62064500.0,-359500.0,,,
March 2009,62064500.0,-359500.0,,,
June 2009,67374000.0,37811000.0,,,
September 2009,76086000.0,73554000.0,,,
December 2009,82382000.0,24819000.0,,,
March 2010,91668000.0,42634000.0,,,
June 2010,90461000.0,65975000.0,,,
September 2010,100589000.0,76557000.0,,,
December 2010,106453000.0,41441000.0,,,
March 2011,113900000.0,50300000.0,,,
June 2011,109094000.0,66900000.0,,,
September 2011,119753000.0,20800000.0,,,
December 2011,112600000.0,21700000.0,,,
March 2012,118700000.0,38400000.0,,,
June 2012,115800000.0,37500000.0,,,
September 2012,122700000.0,26500000.0,,,
December 2012,122600000.0,24900000.0,,,
March 2013,121900000.0,37600000.0,,,
June 2013,118200000.0,46700000.0,,,
September 2013,114600000.0,36800000.0,,,
December 2013,121500000.0,29500000.0,,,
March 2014,135400000.0,38400000.0,,,
June 2014,129100000.0,12200000.0,,,
September 2014,110700000.0,8700000.0,,,
December 2014,111800000.0,30100000.0,,,
March 2015,108500000.0,20800000.0,,,
June 2015,96900000.0,8600000.0,,,
September 2015,96000000.0,12400000.0,,,
December 2015,93200000.0,-11100000.0,,,
March 2016,94500000.0,31400000.0,,,
June 2016,92600000.0,46100000.0,,,
September 2016,96500000.0,8500000.0,,,
December 2016,96600000.0,5400000.0,,,
March 2017,97000000.0,36000000.0,,,
June 2017,92600000.0,43900000.0,,,
September 2017,94200000.0,33300000.0,,,
December 2017,103600000.0,56500000.0,,,
March 2018,102700000.0,45100000.0,,,
June 2018,99900000.0,67700000.0,,,
September 2018,91000000.0,40100000.0,,,
December 2018,98100000.0,29700000.0,,,
March 2019,140000000.0,13600000.0,,,
June 2019,138900000.0,62700000.0,,,
September 2019,130400000.0,65000000.0,,,
December 2019,135400000.0,32300000.0,,,
March 2020,121100000.0,11400000.0,,,
June 2020,120400000.0,20700000.0,,,
September 2020,139100000.0,44400000.0,,,
December 2020,134300000.0,23400000.0,,,
March 2021,146800000.0,149800000.0,,,
June 2021,142600000.0,113000000.0,,,
September 2021,142200000.0,104500000.0,,,
December 2021,151600000.0,10300000.0,,,
March 2022,147400000.0,125100000.0,,,
June 2022,141600000.0,141800000.0,,,
