,NetIncomeLoss,Assets,AssetsCurrent
March 2016,-40274000.0,,
June 2016,-32633000.0,,
September 2016,-45984000.0,,
December 2016,-35858000.0,,
March 2017,-11672000.0,,
June 2017,-3114000.0,,
September 2017,-8438000.0,,
December 2017,2068000.0,275659000.0,133934000.0
March 2018,-16356000.0,,
June 2018,2135000.0,311902000.0,148867000.0
September 2018,-2353000.0,311729000.0,148781000.0
December 2018,-1608000.0,324549000.0,160135000.0
March 2019,-8861000.0,345699000.0,156454000.0
June 2019,-11280000.0,321867000.0,139637000.0
September 2019,-47429000.0,267495000.0,134026000.0
December 2019,-7866000.0,240529000.0,117963000.0
March 2020,-20725000.0,228353000.0,118316000.0
