,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,5215250.0,,4551250.0,1860000.0,,
December 2009,5215250.0,,4551250.0,1860000.0,,
March 2010,5215250.0,,4551250.0,1860000.0,,
June 2010,5215250.0,,4551250.0,1860000.0,,
September 2010,2772000.0,127000.0,4834000.0,4230000.0,,
December 2010,5966000.0,155000.0,5689000.0,1435000.0,,
March 2011,5523000.0,282000.0,5143000.0,2523000.0,,
June 2011,22736000.0,546000.0,5176000.0,-727000.0,122609000.0,93411000.0
September 2011,5955000.0,398000.0,5411000.0,1509000.0,132999000.0,105168000.0
December 2011,5817000.0,218000.0,5535000.0,1942000.0,127541000.0,99033000.0
March 2012,5991000.0,347000.0,5509000.0,2005000.0,144555000.0,101917000.0
June 2012,6194000.0,330000.0,5777000.0,4052000.0,144555000.0,115744000.0
September 2012,5869000.0,305000.0,5472000.0,953000.0,140687000.0,111397000.0
December 2012,7895000.0,243000.0,7375000.0,4841000.0,161094000.0,100060000.0
March 2013,7775000.0,341000.0,6803000.0,1536000.0,156272000.0,95991000.0
June 2013,7793000.0,411000.0,6801000.0,5636000.0,166200000.0,106673000.0
September 2013,8817000.0,389000.0,7645000.0,2286000.0,176595000.0,114567000.0
December 2013,9720000.0,402000.0,8687000.0,3484000.0,182556000.0,105106000.0
March 2014,10103000.0,213000.0,8807000.0,4246000.0,193221000.0,112005000.0
June 2014,16059000.0,165000.0,10543000.0,2971000.0,198980000.0,116564000.0
September 2014,12024000.0,100000.0,10584000.0,196000.0,207135000.0,112481000.0
December 2014,12439000.0,197000.0,10806000.0,1562000.0,337551000.0,108965000.0
March 2015,13749000.0,418000.0,11883000.0,4133000.0,337551000.0,125458000.0
June 2015,19350000.0,787000.0,13696000.0,5098000.0,337551000.0,175593000.0
September 2015,16640000.0,513000.0,13624000.0,2394000.0,319660000.0,160744000.0
December 2015,18067000.0,438000.0,14340000.0,268000.0,312394000.0,150163000.0
March 2016,16391000.0,561000.0,13727000.0,1136000.0,245998000.0,154735000.0
June 2016,80839000.0,832000.0,13460000.0,-42081000.0,245998000.0,130606000.0
September 2016,15953000.0,351000.0,13383000.0,108000.0,217143000.0,122600000.0
December 2016,15677000.0,533000.0,12953000.0,-907000.0,217143000.0,113471000.0
March 2017,15385000.0,424000.0,12862000.0,429000.0,217143000.0,119023000.0
June 2017,17263000.0,362000.0,14912000.0,1687000.0,217143000.0,110434000.0
September 2017,17700000.0,572000.0,15205000.0,-2852000.0,232002000.0,128677000.0
December 2017,16636000.0,669000.0,14074000.0,-8084000.0,214238000.0,125170000.0
March 2018,15362000.0,307000.0,13253000.0,2092000.0,229314000.0,140316000.0
June 2018,20169000.0,1197000.0,15605000.0,-278000.0,232002000.0,142464000.0
September 2018,15389000.0,1349000.0,12370000.0,212000.0,236489000.0,149734000.0
December 2018,17817000.0,1442000.0,14734000.0,1917000.0,224722000.0,143091000.0
