,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,250000000.0,203750000.0,157750000.0,,,
June 2010,250000000.0,203750000.0,157750000.0,,,
September 2010,250000000.0,203750000.0,157750000.0,,,
December 2010,250000000.0,203750000.0,157750000.0,,,
March 2011,300000000.0,205000000.0,291000000.0,,,
June 2011,300000000.0,240000000.0,298000000.0,,,
September 2011,300000000.0,222000000.0,266000000.0,,,
December 2011,300000000.0,234000000.0,290000000.0,9128000000.0,5501000000.0,3627000000.0
March 2012,300000000.0,228000000.0,342000000.0,9688000000.0,6016000000.0,3672000000.0
June 2012,300000000.0,230000000.0,330000000.0,9437000000.0,5850000000.0,3587000000.0
September 2012,300000000.0,215000000.0,269000000.0,9639000000.0,5897000000.0,3742000000.0
December 2012,300000000.0,254000000.0,136000000.0,10176000000.0,5227000000.0,4949000000.0
March 2013,325000000.0,230000000.0,276000000.0,10273000000.0,5387000000.0,4886000000.0
June 2013,325000000.0,241000000.0,367000000.0,10551000000.0,5633000000.0,4918000000.0
September 2013,325000000.0,228000000.0,271000000.0,10811000000.0,5787000000.0,5024000000.0
December 2013,325000000.0,217000000.0,298000000.0,11047000000.0,5752000000.0,5295000000.0
March 2014,325000000.0,261000000.0,320000000.0,11182000000.0,5880000000.0,5302000000.0
June 2014,325000000.0,272000000.0,382000000.0,11452000000.0,6082000000.0,5370000000.0
September 2014,325000000.0,259000000.0,305000000.0,10923000000.0,5682000000.0,5241000000.0
December 2014,325000000.0,289000000.0,344000000.0,10746000000.0,5224000000.0,5522000000.0
March 2015,175000000.0,255000000.0,209000000.0,10464000000.0,5687000000.0,4777000000.0
June 2015,175000000.0,261000000.0,645000000.0,10809000000.0,5934000000.0,4875000000.0
September 2015,175000000.0,249000000.0,404000000.0,10792000000.0,5054000000.0,5738000000.0
December 2015,175000000.0,252000000.0,192000000.0,11973000000.0,5121000000.0,6852000000.0
March 2016,300000000.0,277000000.0,425000000.0,12071000000.0,5082000000.0,6989000000.0
June 2016,300000000.0,279000000.0,258000000.0,11957000000.0,5051000000.0,6906000000.0
September 2016,300000000.0,278000000.0,293000000.0,12122000000.0,5147000000.0,6975000000.0
December 2016,300000000.0,311000000.0,281000000.0,12292000000.0,5419000000.0,6873000000.0
March 2017,225000000.0,288000000.0,335000000.0,12497000000.0,5487000000.0,7010000000.0
June 2017,225000000.0,301000000.0,369000000.0,13056000000.0,5849000000.0,7207000000.0
September 2017,225000000.0,317000000.0,395000000.0,14166000000.0,6710000000.0,7456000000.0
December 2017,225000000.0,46000000.0,256000000.0,12169000000.0,5641000000.0,6528000000.0
March 2018,300000000.0,259000000.0,307000000.0,12560000000.0,5926000000.0,6634000000.0
June 2018,300000000.0,260000000.0,291000000.0,12316000000.0,5340000000.0,6976000000.0
September 2018,300000000.0,232000000.0,222000000.0,12327000000.0,5204000000.0,7123000000.0
December 2018,300000000.0,242000000.0,247000000.0,12480000000.0,4777000000.0,7703000000.0
March 2019,291250000.0,256000000.0,240000000.0,13019000000.0,4819000000.0,8200000000.0
June 2019,291250000.0,260000000.0,274000000.0,13108000000.0,4854000000.0,8254000000.0
September 2019,291250000.0,262000000.0,246000000.0,12939000000.0,5385000000.0,7554000000.0
December 2019,291250000.0,298000000.0,230000000.0,13459000000.0,5319000000.0,8140000000.0
March 2020,256000000.0,252000000.0,1572000000.0,16167000000.0,6190000000.0,9977000000.0
June 2020,256000000.0,217000000.0,-366000000.0,15280000000.0,5412000000.0,9868000000.0
September 2020,256000000.0,229000000.0,299000000.0,16444000000.0,6589000000.0,9855000000.0
December 2020,256000000.0,278000000.0,299000000.0,17522000000.0,7465000000.0,10057000000.0
March 2021,257500000.0,255000000.0,295000000.0,17476000000.0,7801000000.0,9675000000.0
June 2021,257500000.0,266000000.0,163000000.0,17780000000.0,8055000000.0,9725000000.0
September 2021,257500000.0,263000000.0,101000000.0,17651000000.0,8104000000.0,9547000000.0
December 2021,257500000.0,291000000.0,31000000.0,18007000000.0,8436000000.0,9571000000.0
March 2022,,274000000.0,89000000.0,20404000000.0,10774000000.0,9630000000.0
June 2022,,286000000.0,-45000000.0,19908000000.0,10558000000.0,9350000000.0
