,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2014,62133333.333333336,-8100000.0,,
March 2015,62133333.333333336,-8100000.0,,
June 2015,62133333.333333336,-8100000.0,,
September 2015,101800000.0,9700000.0,,
December 2015,101800000.0,800000.0,,
March 2016,114000000.0,-6400000.0,,
June 2016,124100000.0,-7400000.0,2623100000.0,871300000.0
September 2016,118300000.0,5600000.0,,
December 2016,115400000.0,3400000.0,,
March 2017,127700000.0,-15000000.0,2536800000.0,807100000.0
June 2017,115600000.0,10400000.0,2650700000.0,938900000.0
September 2017,112100000.0,19800000.0,2672200000.0,972600000.0
December 2017,114100000.0,99400000.0,2621800000.0,938300000.0
March 2018,121400000.0,600000.0,2619400000.0,952600000.0
June 2018,121900000.0,14600000.0,2736300000.0,1045700000.0
September 2018,127500000.0,14700000.0,2809400000.0,1105100000.0
December 2018,133100000.0,5600000.0,2793400000.0,1081500000.0
March 2019,136500000.0,5000000.0,2802100000.0,1076900000.0
June 2019,139800000.0,9900000.0,2870900000.0,1155300000.0
September 2019,130800000.0,24000000.0,2953000000.0,1200100000.0
