,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2008,52511500.0,-27053500.0,,,
September 2008,52511500.0,-27053500.0,,,
December 2008,52511500.0,-27053500.0,,,
March 2009,52511500.0,-27053500.0,,,
June 2009,50025000.0,6675000.0,,,
September 2009,48098000.0,23249000.0,,,
December 2009,57519000.0,-17740000.0,,,
March 2010,62673000.0,33057000.0,,,
June 2010,56778000.0,22354000.0,1520347000.0,782285000.0,
September 2010,56971000.0,14469000.0,1557561000.0,822262000.0,
December 2010,59769000.0,26326000.0,1512312000.0,777710000.0,
March 2011,61680000.0,51917000.0,1593043000.0,836543000.0,
June 2011,45361000.0,25653000.0,1667249000.0,891635000.0,
September 2011,52901000.0,11985000.0,1645421000.0,858642000.0,
December 2011,62489000.0,25880000.0,1609624000.0,808684000.0,
March 2012,64318000.0,52077000.0,1859370000.0,888629000.0,
June 2012,59422000.0,33962000.0,1877797000.0,914239000.0,
September 2012,65101000.0,31826000.0,1950857000.0,846185000.0,
December 2012,63221000.0,37131000.0,1820835000.0,795114000.0,
March 2013,70580000.0,33523000.0,1885182000.0,863580000.0,
June 2013,71540000.0,54557000.0,1950857000.0,866883000.0,
September 2013,78395000.0,22977000.0,2093060000.0,1010242000.0,
December 2013,75680000.0,40603000.0,2041401000.0,1004615000.0,
March 2014,74781000.0,33163000.0,2125907000.0,1043600000.0,
June 2014,75255000.0,44168000.0,2296381000.0,1198922000.0,
September 2014,77308000.0,29462000.0,2354696000.0,1204544000.0,
December 2014,66764000.0,-25710000.0,2307391000.0,1154394000.0,
March 2015,76593000.0,28865000.0,2221401000.0,1125930000.0,
June 2015,75951000.0,31968000.0,2085142000.0,992193000.0,
September 2015,72722000.0,23376000.0,2045910000.0,934836000.0,36687000.0
December 2015,70149000.0,29576000.0,1961005000.0,871896000.0,
March 2016,78580000.0,58523000.0,1959928000.0,847658000.0,
June 2016,81056000.0,65567000.0,2063755000.0,915115000.0,
September 2016,76487000.0,46565000.0,2181953000.0,1032466000.0,
December 2016,75276000.0,35889000.0,2142724000.0,1007481000.0,
March 2017,83554000.0,56494000.0,2247175000.0,1116941000.0,
June 2017,88249000.0,45534000.0,2325344000.0,1190969000.0,
September 2017,89425000.0,39403000.0,2630554000.0,1161165000.0,
December 2017,84294000.0,79088000.0,2571713000.0,1111728000.0,
March 2018,105492000.0,30770000.0,2614736000.0,1158642000.0,
June 2018,90641000.0,54942000.0,2621787000.0,1241122000.0,
September 2018,84668000.0,34002000.0,2610175000.0,1230421000.0,
December 2018,75220000.0,26773000.0,2562437000.0,1187616000.0,
March 2019,87863000.0,37738000.0,2567293000.0,1205113000.0,
June 2019,90823000.0,-4776000.0,2510796000.0,1165913000.0,
September 2019,88543000.0,52086000.0,2382632000.0,1030092000.0,
December 2019,80928000.0,15311000.0,2408961000.0,1010646000.0,
March 2020,67816000.0,16175000.0,2429083000.0,1053200000.0,
June 2020,82196000.0,616675000.0,2331515000.0,983179000.0,
September 2020,82129000.0,-74044000.0,3131053000.0,1766457000.0,
December 2020,86895000.0,67609000.0,3027385000.0,1687870000.0,
March 2021,99925000.0,113555000.0,3137873000.0,1686916000.0,
June 2021,95851000.0,132491000.0,3373245000.0,1967992000.0,
September 2021,96130000.0,110301000.0,3547755000.0,1970310000.0,
December 2021,102945000.0,56342000.0,3517632000.0,1910767000.0,
March 2022,104642000.0,80252000.0,3738160000.0,1896979000.0,
June 2022,103448000.0,64082000.0,3643023000.0,1785653000.0,
