,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,,4943000.0,130000.0,,
June 2010,,5150000.0,-259000.0,,
September 2010,,4986000.0,321000.0,,
December 2010,,,,136726000.0,23467000.0
March 2011,,5368000.0,364000.0,,
June 2011,,5848000.0,644000.0,135558000.0,21981000.0
September 2011,,5213000.0,1423000.0,132500000.0,23804000.0
December 2011,,5158000.0,590000.0,136727000.0,27286000.0
March 2012,,5304000.0,1133000.0,135269000.0,25234000.0
June 2012,,5320000.0,1148000.0,131384000.0,21956000.0
September 2012,,5385000.0,1186000.0,136032000.0,24974000.0
December 2012,,5443000.0,624000.0,137336000.0,26535000.0
March 2013,24742500.0,5274000.0,1662000.0,143208000.0,34170000.0
June 2013,24742500.0,8403000.0,3657000.0,165392000.0,31084000.0
September 2013,24742500.0,9224000.0,1073000.0,169342000.0,33333000.0
December 2013,24742500.0,10168000.0,-211000.0,190624000.0,32360000.0
March 2014,29681000.0,8655000.0,510000.0,187934000.0,31456000.0
June 2014,29681000.0,10740000.0,156000.0,190485000.0,31149000.0
September 2014,27408000.0,9052000.0,796000.0,188497000.0,32370000.0
December 2014,30621000.0,10485000.0,-230000.0,187467000.0,30163000.0
March 2015,28305000.0,9528000.0,1845000.0,183615000.0,29962000.0
June 2015,30036000.0,10967000.0,6597000.0,194744000.0,34597000.0
September 2015,29444000.0,11235000.0,2728000.0,190441000.0,35651000.0
December 2015,30153000.0,11017000.0,352000.0,187083000.0,34540000.0
March 2016,29145000.0,,1894000.0,193485000.0,34894000.0
June 2016,30660000.0,,2249000.0,194148000.0,36690000.0
September 2016,30691000.0,,1887000.0,219484000.0,39312000.0
December 2016,32573000.0,,2798000.0,217838000.0,45948000.0
March 2017,31908000.0,,2159000.0,218073000.0,44901000.0
June 2017,33689000.0,,1802000.0,223634000.0,44989000.0
September 2017,36271000.0,,7630000.0,241265000.0,52448000.0
December 2017,37586000.0,,-5334000.0,274876000.0,84321000.0
March 2018,37369000.0,,926000.0,271790000.0,75266000.0
June 2018,38651000.0,,317000.0,269407000.0,63188000.0
September 2018,40332000.0,,1640000.0,279549000.0,56756000.0
December 2018,43150000.0,,506000.0,278825000.0,54974000.0
March 2019,42153000.0,,1068000.0,333079000.0,60785000.0
June 2019,49861000.0,,-565000.0,340329000.0,59582000.0
September 2019,49455000.0,,482000.0,339850000.0,57439000.0
December 2019,81977000.0,,-20140000.0,726900000.0,79366000.0
March 2020,119428000.0,,-45856000.0,670122000.0,78693000.0
June 2020,38217000.0,,-12607000.0,665417000.0,72501000.0
September 2020,80692000.0,,3748000.0,671790000.0,81045000.0
December 2020,66058000.0,,6713000.0,680760000.0,94622000.0
March 2021,64167000.0,,-1419000.0,673805000.0,93166000.0
June 2021,74073000.0,,6855000.0,688798000.0,110001000.0
September 2021,90883000.0,,11226000.0,697862000.0,129216000.0
December 2021,90865000.0,,3960000.0,703358000.0,140680000.0
March 2022,90058000.0,,218000.0,704354000.0,139052000.0
June 2022,91383000.0,,8856000.0,875822000.0,216582000.0
