,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2014,11750000.0,37500000.0,,
June 2014,11750000.0,37500000.0,,
September 2014,11750000.0,37500000.0,,
December 2014,11750000.0,37500000.0,,
March 2015,8500000.0,35000000.0,,
June 2015,8500000.0,109000000.0,,
September 2015,0.0,95000000.0,,
December 2015,0.0,86000000.0,532000000.0,157000000.0
March 2016,0.0,21000000.0,,
June 2016,0.0,2000000.0,,
September 2016,0.0,-12000000.0,485000000.0,73000000.0
December 2016,0.0,-59000000.0,426000000.0,82000000.0
