,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2014,9.5,,3610.75,,
September 2014,9.5,,3610.75,,
December 2014,9.5,,3610.75,,
March 2015,9.5,,3610.75,,
June 2015,7248.0,9961.75,-2494.0,18543.0,
September 2015,3295.0,9961.75,-2088.0,,
December 2015,1593.0,9961.75,-1508.0,,
March 2016,41349.0,9961.75,-25528.0,13102.0,
June 2016,17501.0,0.0,-351.0,13132.0,13132.0
September 2016,2374.0,0.0,-380.0,12781.0,
December 2016,103916.0,0.0,-105458.0,12401.0,
March 2017,94466.0,0.0,-99098.0,38959.0,26975.0
June 2017,341785.0,0.0,-353617.0,22172.0,22172.0
September 2017,158685.0,0.0,-183858.0,235486.0,235486.0
December 2017,88817.0,0.0,-121614.0,193238.0,191434.0
March 2018,49490.0,0.0,-233159.0,172762.0,171120.0
