,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,,223968500.0,53538500.0,,,
June 2007,,223968500.0,53538500.0,,,
September 2007,,223968500.0,53538500.0,,,
December 2007,,223968500.0,53538500.0,,,
March 2008,7025000.0,249949000.0,63245000.0,,,
June 2008,7025000.0,266612000.0,41467000.0,,,
September 2008,7025000.0,272401000.0,124538000.0,,,
December 2008,7025000.0,284057000.0,82155000.0,3634719000.0,1344945000.0,
March 2009,7025000.0,274456000.0,75894000.0,,,
June 2009,7025000.0,298710000.0,71298000.0,3493422000.0,1178924000.0,
September 2009,7025000.0,301466000.0,162023000.0,3773107000.0,1462637000.0,
December 2009,7025000.0,334040000.0,126779000.0,3675031000.0,1385434000.0,
March 2010,7625000.0,340646000.0,147394000.0,3698687000.0,1413032000.0,
June 2010,7625000.0,336980000.0,46723000.0,3619987000.0,1414988000.0,
September 2010,7625000.0,357624000.0,180169000.0,3886943000.0,1664812000.0,
December 2010,7625000.0,391227000.0,135513000.0,4272732000.0,2005217000.0,
March 2011,8050000.0,377798000.0,160115000.0,4235155000.0,1954521000.0,
June 2011,8050000.0,345918000.0,130019000.0,4312753000.0,1992076000.0,
September 2011,8050000.0,356878000.0,169414000.0,4130506000.0,1814015000.0,
December 2011,8050000.0,397156000.0,169414000.0,4407094000.0,2046558000.0,
March 2012,9739750.0,405562000.0,198651000.0,4599457000.0,2012445000.0,
June 2012,9739750.0,391405000.0,135685000.0,4667972000.0,2093573000.0,
September 2012,9739750.0,420972000.0,176716000.0,4737782000.0,2135955000.0,
December 2012,9739750.0,485857000.0,149879000.0,4754839000.0,2113485000.0,
March 2013,11900000.0,450669000.0,241906000.0,4845630000.0,2180021000.0,
June 2013,11900000.0,446070000.0,159504000.0,4696868000.0,1998887000.0,
September 2013,11900000.0,481986000.0,232985000.0,5077919000.0,2375694000.0,
December 2013,11900000.0,543783000.0,186075000.0,5357488000.0,2487334000.0,139835000.0
March 2014,11888500.0,464959000.0,252495000.0,5428846000.0,2544974000.0,
June 2014,11888500.0,438763000.0,168168000.0,5184969000.0,2261809000.0,
September 2014,11888500.0,485097000.0,223741000.0,5916553000.0,2532572000.0,
December 2014,11888500.0,512151000.0,202508000.0,5629516000.0,2247047000.0,77927000.0
March 2015,12320250.0,504170000.0,244737000.0,5757462000.0,2108099000.0,
June 2015,12320250.0,455545000.0,-99941000.0,5449330000.0,2007447000.0,
September 2015,12320250.0,500306000.0,154771000.0,5630620000.0,2209330000.0,
December 2015,12320250.0,509287000.0,227889000.0,5344371000.0,1848598000.0,
March 2016,11817000.0,471734000.0,229832000.0,5305840000.0,1772918000.0,
June 2016,11817000.0,462531000.0,145956000.0,5567384000.0,1807599000.0,
September 2016,11817000.0,474494000.0,227403000.0,5845413000.0,2130517000.0,
December 2016,11817000.0,482546000.0,116853000.0,5524333000.0,1816778000.0,
March 2017,11462500.0,461900000.0,125044000.0,5342385000.0,1873861000.0,
June 2017,11462500.0,445888000.0,203501000.0,5380228000.0,1911529000.0,
September 2017,11462500.0,497182000.0,273303000.0,5655477000.0,2214454000.0,
December 2017,11462500.0,508433000.0,181133000.0,5553726000.0,2001910000.0,
March 2018,9630250.0,485324000.0,350203000.0,7332798000.0,2270496000.0,
June 2018,9630250.0,449548000.0,226855000.0,7405653000.0,2365105000.0,
September 2018,9630250.0,453921000.0,263713000.0,7836189000.0,2794046000.0,
December 2018,9630250.0,486036000.0,336791000.0,7703020000.0,2239181000.0,
March 2019,9286500.0,453573000.0,304358000.0,7857376000.0,2216929000.0,
June 2019,9286500.0,453793000.0,312840000.0,7793560000.0,2093558000.0,
September 2019,9286500.0,481363000.0,325307000.0,8464260000.0,2375055000.0,
December 2019,9286500.0,517200000.0,207187000.0,8140395000.0,2117102000.0,
March 2020,9394250.0,475384000.0,271137000.0,8855443000.0,2854753000.0,
June 2020,9394250.0,408949000.0,268901000.0,8911071000.0,2902944000.0,
September 2020,9394250.0,468614000.0,447283000.0,9255034000.0,3207096000.0,
December 2020,9394250.0,537978000.0,291387000.0,9131845000.0,2977905000.0,
March 2021,10026750.0,494665000.0,395799000.0,9038128000.0,2860024000.0,
June 2021,10026750.0,467629000.0,301230000.0,8883863000.0,2219181000.0,
September 2021,10026750.0,486139000.0,444927000.0,9439183000.0,2741944000.0,
December 2021,10026750.0,552918000.0,335556000.0,10412231000.0,2246206000.0,
March 2022,,524216000.0,533478000.0,10645044000.0,2457438000.0,
June 2022,,543468000.0,315556000.0,10588874000.0,2428465000.0,
