,OperatingExpenses,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2010,2646.0,2032.0,,
June 2010,2646.0,2032.0,,
September 2010,2746.0,2095.0,,
December 2010,,,78503.0,55165.0
March 2011,2865.0,2715.5,,
June 2011,2865.0,2715.5,,
September 2011,2708.0,2598.0,97782.0,74326.0
