,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2011,2641411.75,337890.25,,,
March 2012,2641411.75,337890.25,,,
June 2012,2641411.75,337890.25,,,
September 2012,2641411.75,337890.25,51614204.0,5707478.0,4975155.0
December 2012,2891562.0,366799.0,,,
March 2013,3001430.0,1503547.0,,,
June 2013,2797694.0,388092.0,,,
September 2013,2747331.0,-473064.0,55018600.0,6514502.0,3425850.0
December 2013,2828774.0,544245.0,58112795.0,6702686.0,
March 2014,3010460.0,1631530.0,59300817.0,7643952.0,
June 2014,2679231.0,549559.0,59879734.0,7015675.0,
September 2014,3008555.0,-657533.0,62522061.0,6554009.0,
December 2014,2799593.0,568365.0,,,
March 2015,3081770.0,1690636.0,65447274.0,6974006.0,
June 2015,2971351.0,177743.0,65460673.0,6015669.0,
September 2015,2840280.0,-654663.0,71415778.0,5868668.0,
December 2015,2949369.0,460350.0,73917017.0,6234651.0,
March 2016,2730172.0,1973337.0,75527017.0,6636305.0,
June 2016,3005239.0,61574.0,77637440.0,7927689.0,
September 2016,3112331.0,626133.0,106592158.0,12532749.0,
December 2016,4144995.0,468499.0,104180435.0,9406383.0,
March 2017,4572990.0,1660677.0,104290507.0,,
June 2017,4130541.0,184893.0,104945219.0,8963330.0,
September 2017,4770039.0,-213441.0,106723254.0,8015155.0,
December 2017,4506692.0,420637.0,108109333.0,8531071.0,
March 2018,5037690.0,1920530.0,109621275.0,9323845.0,
June 2018,4614475.0,334895.0,109509695.0,8874889.0,
September 2018,4482945.0,-531794.0,111743205.0,9073445.0,
December 2018,4554850.0,749794.0,114077688.0,10921939.0,
March 2019,4810362.0,2648328.0,114164815.0,10842694.0,
June 2019,4404597.0,38380.0,113109850.0,9174984.0,
September 2019,3776060.0,-312270.0,118608648.0,8804234.0,
December 2019,4672267.0,454083.0,121798122.0,10171108.0,
March 2020,4562198.0,2705074.0,122208513.0,9769131.0,
June 2020,4569971.0,557605.0,124997304.0,10565016.0,
September 2020,4245981.0,-515404.0,136459306.0,9231923.0,
December 2020,5186983.0,183174.0,139459601.0,10430701.0,
March 2021,5386734.0,2330067.0,141481282.0,11104793.0,
June 2021,5805168.0,272866.0,142476842.0,9967934.0,
September 2021,5180906.0,-1261204.0,144054747.0,10281934.0,
December 2021,5122746.0,464293.0,148089999.0,12034767.0,
March 2022,5934149.0,2468546.0,152913183.0,15149704.0,
