,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,329625250.0,-364557000.0,,,
June 2008,329625250.0,-364557000.0,,,
September 2008,329625250.0,-364557000.0,,,
December 2008,329625250.0,-364557000.0,,,
March 2009,299573000.0,-105887000.0,,,
June 2009,292710000.0,46261000.0,,,
September 2009,301388000.0,34348000.0,,,
December 2009,294829000.0,19779000.0,6391446000.0,2359000000.0,3202540000.0
March 2010,287625000.0,20538000.0,,,
June 2010,285030000.0,68081000.0,6003916000.0,2284860000.0,
September 2010,259750000.0,51094000.0,6191910000.0,2294202000.0,
December 2010,256026000.0,45758000.0,6098926000.0,2248613000.0,3056518000.0
March 2011,285508000.0,23442000.0,6266233000.0,2339675000.0,
June 2011,280547000.0,60903000.0,6389000000.0,2447237000.0,
September 2011,266159000.0,46646000.0,6277568000.0,2440588000.0,
December 2011,269123000.0,42931000.0,6206228000.0,2398164000.0,3087329000.0
March 2012,287450000.0,40377000.0,6399194000.0,2544628000.0,
June 2012,280746000.0,73188000.0,6264777000.0,2534186000.0,
September 2012,268883000.0,70304000.0,6302612000.0,2596729000.0,
December 2012,273471000.0,66389000.0,6303684000.0,2550046000.0,3078623000.0
March 2013,290224000.0,50495000.0,7261845000.0,3446606000.0,
June 2013,380858000.0,84572000.0,8508964000.0,3270195000.0,
September 2013,340987000.0,119068000.0,8564157000.0,3188463000.0,
December 2013,361809000.0,94651000.0,8494177000.0,3085718000.0,4437835000.0
March 2014,350620000.0,81081000.0,8681488000.0,3263274000.0,
June 2014,352564000.0,152750000.0,8881681000.0,3379089000.0,
September 2014,342729000.0,151266000.0,8701460000.0,3368814000.0,
December 2014,335483000.0,146868000.0,8285544000.0,3132270000.0,4307562000.0
March 2015,468169000.0,22346000.0,8284622000.0,3203819000.0,
June 2015,359313000.0,186492000.0,10165670000.0,3608622000.0,
September 2015,372670000.0,214905000.0,10064482000.0,3499194000.0,
December 2015,372968000.0,191559000.0,9934400000.0,3249972000.0,5440483000.0
March 2016,394007000.0,171548000.0,10292315000.0,3470551000.0,
June 2016,404896000.0,255188000.0,10312831000.0,3519203000.0,
September 2016,348252000.0,269878000.0,10420593000.0,3576314000.0,
December 2016,385727000.0,233748000.0,10230596000.0,3471512000.0,
March 2017,405569000.0,200554000.0,10727517000.0,3734982000.0,
June 2017,423311000.0,260681000.0,11589491000.0,4010723000.0,
September 2017,403203000.0,270025000.0,11822813000.0,3997110000.0,
December 2017,410158000.0,240378000.0,12094853000.0,4072967000.0,
March 2018,436293000.0,208766000.0,12560372000.0,4297039000.0,
June 2018,440248000.0,196586000.0,12894039000.0,4773680000.0,
September 2018,433189000.0,227013000.0,13000926000.0,4548470000.0,
December 2018,433014000.0,229339000.0,13099123000.0,4509296000.0,
March 2019,459597000.0,121585000.0,13605075000.0,4688965000.0,
June 2019,469758000.0,202441000.0,13806102000.0,4808317000.0,
September 2019,451471000.0,155518000.0,13392762000.0,4727780000.0,
December 2019,467993000.0,264667000.0,13386680000.0,4429457000.0,
March 2020,464957000.0,110514000.0,13256942000.0,4613031000.0,
June 2020,430925000.0,-48257000.0,13369404000.0,4745998000.0,
September 2020,443455000.0,205117000.0,13784214000.0,5151987000.0,
December 2020,455351000.0,248222000.0,14327751000.0,5363654000.0,
March 2021,474254000.0,236807000.0,14290073000.0,5566012000.0,
June 2021,497783000.0,336285000.0,14792793000.0,5950556000.0,
September 2021,477341000.0,270978000.0,14450300000.0,5646077000.0,
December 2021,484345000.0,189089000.0,14224517000.0,5238357000.0,
March 2022,481327000.0,245329000.0,14386719000.0,5564739000.0,
June 2022,505270000.0,280431000.0,14689487000.0,5940734000.0,
