,OperatingExpenses,NetIncomeLoss,Assets
September 2010,-8334500.0,-40000.0,
December 2010,-8334500.0,3233000.0,
March 2011,-8334500.0,-128000.0,
June 2011,-8334500.0,-176000.0,51309000.0
September 2011,-8803000.0,-438000.0,48997000.0
December 2011,-7943000.0,303000.0,50967000.0
March 2012,8736000.0,206000.0,50680000.0
June 2012,-28213000.0,163000.0,50069000.0
September 2012,-9891000.0,802000.0,51698000.0
December 2012,9569000.0,-437000.0,50624000.0
March 2013,9732000.0,-204000.0,51029000.0
June 2013,29867000.0,334000.0,51327000.0
September 2013,9701000.0,717000.0,51534000.0
December 2013,18046000.0,-8659000.0,75706000.0
March 2014,10499000.0,-487000.0,74194000.0
June 2014,11169000.0,1505000.0,75152000.0
September 2014,12026000.0,-285000.0,80334000.0
December 2014,12190000.0,-653000.0,60738000.0
March 2015,12156000.0,-705000.0,60162000.0
June 2015,11285000.0,-148000.0,64049000.0
September 2015,11396000.0,595000.0,62332000.0
December 2015,12139000.0,-1778000.0,61464000.0
March 2016,17230000.0,-3343000.0,65118000.0
June 2016,7193000.0,-266000.0,63810000.0
September 2016,10410000.0,965000.0,60996000.0
December 2016,10070000.0,-571000.0,58664000.0
March 2017,10474000.0,11000.0,63686000.0
June 2017,10712000.0,-160000.0,60826000.0
September 2017,10787000.0,334000.0,60288000.0
December 2017,,-3925000.0,54806000.0
March 2018,,710000.0,54663000.0
June 2018,,6526000.0,60407000.0
September 2018,10974000.0,1321000.0,1482000.0
December 2018,11394000.0,-48000.0,58855000.0
March 2019,11652000.0,731000.0,59199000.0
June 2019,11212000.0,595000.0,62554000.0
September 2019,11553000.0,826000.0,62481000.0
December 2019,11911000.0,381000.0,59704000.0
March 2020,10227000.0,-1123000.0,57151000.0
June 2020,4389000.0,-3017000.0,57554000.0
September 2020,5209000.0,-2751000.0,53559000.0
December 2020,5317000.0,-2985000.0,50006000.0
March 2021,4191000.0,-1960000.0,52105000.0
June 2021,3990000.0,2468000.0,52551000.0
September 2021,6661000.0,-1975000.0,52249000.0
December 2021,6761000.0,-960000.0,50466000.0
March 2022,-6826000.0,-1629000.0,52245000.0
June 2022,-35177000.0,-2001000.0,49799000.0
