,OperatingExpenses,Assets
September 2010,2675.0,
December 2010,3488.0,
March 2011,4006.0,
June 2011,5424.0,
September 2011,9000.0,
December 2011,6930.0,
March 2012,4833.0,
June 2012,2748.0,
September 2012,8948.0,
