,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,,8395500.0,,,
June 2009,,8395500.0,,,
September 2009,,8395500.0,,,
December 2009,,8395500.0,,,
March 2010,,6945000.0,,,
June 2010,,5945000.0,,,
September 2010,,4919000.0,,,
December 2010,,-259000.0,458394000.0,,
March 2011,,1742000.0,,,
June 2011,,1010000.0,422332000.0,,
September 2011,,1840000.0,438557000.0,,
December 2011,,4538000.0,529067000.0,,
March 2012,0.0,7128000.0,495582000.0,,
June 2012,0.0,7084000.0,484607000.0,,
September 2012,0.0,7079000.0,529355000.0,,
December 2012,0.0,4398000.0,553895000.0,,
March 2013,0.0,6136000.0,555953000.0,,
June 2013,0.0,6776000.0,558619000.0,,
September 2013,0.0,5782000.0,535682000.0,,
December 2013,0.0,5704000.0,527327000.0,197971000.0,329356000.0
March 2014,201000.0,7489000.0,598645000.0,,
June 2014,201000.0,4724000.0,573405000.0,,
September 2014,201000.0,5676000.0,518110000.0,,
December 2014,201000.0,-5749000.0,1707285000.0,246375000.0,1460910000.0
March 2015,5436000.0,469000.0,1725264000.0,285941000.0,1439323000.0
June 2015,4470000.0,-12741000.0,1707119000.0,296073000.0,1411046000.0
September 2015,5463000.0,-6110000.0,1650846000.0,244322000.0,1406524000.0
December 2015,3729000.0,-86590000.0,1550385000.0,253783000.0,1296602000.0
March 2016,5368000.0,-13151000.0,1515916000.0,227001000.0,1288915000.0
June 2016,4671000.0,-10796000.0,1470360000.0,208928000.0,1261432000.0
September 2016,4460000.0,-8254000.0,1456213000.0,218608000.0,1237605000.0
December 2016,4857000.0,-217278000.0,1408163000.0,341639000.0,1066524000.0
March 2017,4543000.0,-3508000.0,1320474000.0,262119000.0,1058355000.0
June 2017,4618000.0,-19057000.0,1337398000.0,283143000.0,1054255000.0
September 2017,4545000.0,-4289000.0,1425605000.0,327213000.0,1098392000.0
December 2017,5156000.0,-25049000.0,1537074000.0,448408000.0,1088666000.0
March 2018,4311000.0,4609000.0,1474749000.0,387416000.0,1087333000.0
June 2018,4595000.0,1475000.0,1439816000.0,354351000.0,1085465000.0
September 2018,5407000.0,2069000.0,1534241000.0,464201000.0,1070040000.0
December 2018,6184000.0,4203000.0,1548261000.0,488940000.0,1059321000.0
March 2019,7531000.0,5860000.0,1632004000.0,518568000.0,1113436000.0
June 2019,6672000.0,5486000.0,1596303000.0,492528000.0,1103775000.0
September 2019,8196000.0,9315000.0,1567572000.0,464340000.0,1103232000.0
December 2019,10106000.0,-4144000.0,1629223000.0,502532000.0,1126691000.0
March 2020,8355000.0,-13454000.0,1296204000.0,187122000.0,1109082000.0
June 2020,5193000.0,-68481000.0,1484100000.0,415276000.0,1068824000.0
September 2020,7034000.0,-878000.0,1458204000.0,396577000.0,1061627000.0
December 2020,7361000.0,1133000.0,1477179000.0,431639000.0,1045540000.0
March 2021,8413000.0,20534000.0,1539814000.0,510784000.0,1029030000.0
June 2021,8766000.0,36214000.0,1565515000.0,542454000.0,1023061000.0
September 2021,9598000.0,6746000.0,1466043000.0,418255000.0,1047788000.0
December 2021,12274000.0,89431000.0,1635650000.0,552638000.0,1083012000.0
March 2022,12519000.0,31522000.0,1616022000.0,516390000.0,1099632000.0
June 2022,14064000.0,32521000.0,1624003000.0,494085000.0,1129918000.0
