,NetIncomeLoss,Assets
March 2010,259000.0,
June 2010,259000.0,
September 2010,222000.0,
December 2010,236000.0,208688000.0
March 2011,219000.0,
June 2011,270000.0,284085000.0
September 2011,193000.0,246536000.0
December 2011,368000.0,249616000.0
March 2012,210000.0,248419000.0
June 2012,236000.0,250910000.0
September 2012,208000.0,249635000.0
December 2012,98000.0,245955000.0
March 2013,127000.0,245850000.0
June 2013,75000.0,247651000.0
September 2013,127000.0,256110000.0
December 2013,179000.0,258685000.0
March 2014,229000.0,259382000.0
June 2014,263000.0,269694000.0
September 2014,344000.0,268880000.0
December 2014,431000.0,271900000.0
March 2015,42000.0,266980000.0
June 2015,165000.0,262309000.0
September 2015,305000.0,248874000.0
