,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,540553.5,-592555.5,,,
June 2013,540553.5,-592555.5,,,
September 2013,540553.5,-592555.5,,,
December 2013,540553.5,-592555.5,7433979.0,308399.0,7125580.0
March 2014,820571.0,-480587.0,,,
June 2014,820571.0,-541379.0,,,
September 2014,820571.0,-1603954.0,,,
December 2014,820571.0,-753971.0,8088545.0,509302.0,7579243.0
March 2015,,-1223723.0,11047759.0,725419.0,10322340.0
June 2015,,-1083138.0,12145888.0,347459.0,11798429.0
September 2015,,4210320.0,10377524.0,5007108.0,5370416.0
December 2015,,-2409383.0,11734719.0,2167395.0,9567324.0
March 2016,,,14708686.0,1917025.0,12791661.0
