,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2007,5677176.470588235,,,-5799176.470588235,,
March 2008,5677176.470588235,,,-5799176.470588235,,
June 2008,5677176.470588235,,,-5799176.470588235,,
September 2008,5677176.470588235,,,-5799176.470588235,,
December 2008,5677176.470588235,,,-5799176.470588235,,
March 2009,5677176.470588235,,,-5799176.470588235,,
June 2009,5677176.470588235,,,-5799176.470588235,,
September 2009,5677176.470588235,,,-5799176.470588235,,
December 2009,5677176.470588235,,,-5799176.470588235,,
March 2010,5677176.470588235,,,-5799176.470588235,,
June 2010,5677176.470588235,,,-5799176.470588235,,
September 2010,5677176.470588235,,,-5799176.470588235,,
December 2010,5677176.470588235,,,-5799176.470588235,,
March 2011,5677176.470588235,,,-5799176.470588235,,
June 2011,5677176.470588235,,,-5799176.470588235,,
September 2011,5677176.470588235,,,-5799176.470588235,,
December 2011,5677176.470588235,,,-5799176.470588235,,
March 2012,10834250.0,,,-10931250.0,,
June 2012,10834250.0,,,-10931250.0,,
September 2012,10834250.0,,,-10931250.0,,
December 2012,10834250.0,,,-10931250.0,,
March 2013,25139000.0,12500000.0,2985000.0,-26251000.0,,
June 2013,16283000.0,,2985000.0,-20220000.0,,
September 2013,14843000.0,,2985000.0,-25635000.0,,
December 2013,14646000.0,,2985000.0,-1739000.0,106031000.0,96657000.0
March 2014,15704000.0,,4795000.0,-16068000.0,91256000.0,81094000.0
June 2014,16397000.0,,5322000.0,-16737000.0,171977000.0,161817000.0
September 2014,18958000.0,,7311000.0,-19435000.0,155858000.0,141208000.0
December 2014,27082000.0,,10486000.0,-27648000.0,151839000.0,139206000.0
March 2015,29267000.0,,13487000.0,-29665000.0,343626000.0,326118000.0
June 2015,38967000.0,,20340000.0,-39257000.0,320058000.0,302216000.0
September 2015,57646000.0,,25255000.0,-51468000.0,315202000.0,295043000.0
December 2015,70556000.0,,44056000.0,-58326000.0,278328000.0,256281000.0
March 2016,66979000.0,,50612000.0,-54758000.0,261384000.0,239196000.0
June 2016,,,53263000.0,-83616000.0,321577000.0,298473000.0
