,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,,11063250.0,,
June 2015,,11063250.0,,
September 2015,,11063250.0,,
December 2015,,11063250.0,202823000.0,
March 2016,766000.0,-6663000.0,220321000.0,
June 2016,4764000.0,-4484000.0,227010000.0,
September 2016,,7269000.0,331312000.0,
December 2016,,2178000.0,379978000.0,74871000.0
March 2017,5505000.0,-10227000.0,375492000.0,67543000.0
June 2017,3881000.0,7692000.0,389004000.0,74151000.0
September 2017,,-13392000.0,389733000.0,69774000.0
December 2017,,-7737000.0,391555000.0,73854000.0
March 2018,,-7998000.0,374250000.0,70010000.0
