,NetIncomeLoss,Assets,AssetsCurrent
March 2011,33250000.0,,
June 2011,33250000.0,,
September 2011,33250000.0,,
December 2011,33250000.0,,
March 2012,-1000000.0,,
June 2012,62000000.0,,
September 2012,195000000.0,,
December 2012,2000000.0,8641000000.0,605000000.0
March 2013,5000000.0,,
June 2013,59000000.0,,
September 2013,164000000.0,,
December 2013,-83000000.0,8835000000.0,698000000.0
March 2014,6000000.0,8754000000.0,649000000.0
June 2014,62000000.0,8905000000.0,844000000.0
September 2014,168000000.0,9088000000.0,1118000000.0
December 2014,-9000000.0,8935000000.0,785000000.0
March 2015,24000000.0,8685000000.0,567000000.0
June 2015,60000000.0,8804000000.0,729000000.0
September 2015,187000000.0,9046000000.0,984000000.0
