,OperatingExpenses,NetIncomeLoss,Assets
March 2012,58106250.0,20697000.0,2121991000.0
June 2012,58106250.0,22706000.0,2113379000.0
September 2012,58106250.0,22138000.0,2300809000.0
December 2012,58106250.0,23538000.0,2151817000.0
March 2013,58744000.0,22423000.0,2126691000.0
June 2013,57719000.0,23863000.0,2126280000.0
September 2013,59133000.0,24151000.0,2136025000.0
December 2013,53464000.0,32755000.0,2238559000.0
March 2014,64372000.0,25098000.0,2234205000.0
June 2014,63193000.0,24981000.0,2231476000.0
September 2014,62991000.0,26420000.0,2242010000.0
December 2014,60811000.0,97472000.0,2227114000.0
March 2015,61378000.0,34991000.0,2237372000.0
June 2015,60579000.0,26293000.0,2239619000.0
September 2015,59709000.0,40190000.0,2264537000.0
December 2015,58534000.0,29001000.0,2186658000.0
March 2016,60570000.0,28544000.0,2179487000.0
June 2016,60341000.0,29680000.0,1982082000.0
September 2016,58397000.0,33679000.0,1999784000.0
December 2016,58148000.0,36126000.0,2119371000.0
March 2017,56942000.0,39931000.0,1997193000.0
June 2017,56321000.0,37530000.0,1998058000.0
September 2017,57183000.0,37765000.0,2125731000.0
December 2017,58843000.0,39811000.0,2100159000.0
March 2018,59188000.0,59625000.0,2000960000.0
June 2018,58040000.0,83959000.0,2072315000.0
September 2018,59286000.0,38329000.0,2063377000.0
December 2018,59430000.0,44789000.0,2068594000.0
March 2019,61701000.0,39548000.0,2056619000.0
June 2019,59055000.0,41750000.0,2057544000.0
September 2019,62739000.0,39490000.0,2117734000.0
December 2019,62858000.0,54178000.0,2046443000.0
March 2020,61205000.0,53936000.0,2054016000.0
June 2020,56098000.0,37688000.0,2056480000.0
September 2020,60207000.0,42775000.0,2064753000.0
December 2020,58843000.0,39148000.0,2057705000.0
March 2021,60585000.0,40096000.0,2055939000.0
June 2021,59162000.0,57956000.0,2086524000.0
September 2021,62096000.0,64613000.0,2128478000.0
December 2021,61596000.0,286094000.0,2123222000.0
March 2022,68570000.0,82096000.0,2166571000.0
June 2022,66478000.0,87132000.0,2206057000.0
