,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2014,3169.0,,-3169.0,,,
September 2014,158032.0,,-148481.0,247423.0,247423.0,
December 2014,444033.0,,-453584.0,224858.0,224858.0,
March 2015,8547325.0,,-8547325.0,227725.0,227725.0,
June 2015,50467.0,,-62945.0,257106.0,257106.0,
September 2015,2378134.0,,-2411256.0,230624.0,230624.0,
December 2015,2317718.0,,-2382454.0,402004.0,402004.0,
March 2016,167148.0,,-290235.0,707562.0,565895.0,
June 2016,,,,,,
September 2016,,,,,,
December 2016,,,,,,
March 2017,993733.0,,-587953.0,16527338.0,,
June 2017,956018.0,,-852757.0,15905673.0,,
September 2017,1206968.0,,-817707.0,,,
December 2017,-342608.0,,-739003.0,15970950.0,3630097.0,12340853.0
March 2018,1398234.0,,-661078.0,16081789.0,4639456.0,11442333.0
June 2018,1240504.0,,-577294.0,22632745.0,6806401.0,15826344.0
September 2018,3337007.0,,-2874626.0,22438724.0,6804139.0,
December 2018,-505597.0,,-3795019.0,17940676.0,5401084.0,
March 2019,2466502.0,,989511.0,26819943.0,9121701.0,
June 2019,1303627.0,,-4956676.0,26501876.0,9288297.0,
September 2019,1739867.0,,2805182.0,26272933.0,9172499.0,
December 2019,2612208.0,,-1971182.0,35801598.0,12372306.0,
March 2020,2863389.0,0.0,250388.0,39396986.0,12471771.0,
June 2020,3562213.0,0.0,-2562914.0,38113617.0,11875600.0,
September 2020,1911278.0,0.0,-1399862.0,36591099.0,11267914.0,
December 2020,2920611.0,,-4337485.0,40734183.0,10623776.0,
March 2021,5826688.0,253971.0,-6129468.0,84653265.0,48049859.0,
June 2021,6868277.0,515202.0,-3127277.0,94027836.0,33547620.0,
September 2021,6120596.0,581131.0,2481592.0,97111332.0,32976648.0,
December 2021,10906006.0,114614.0,-12630139.0,133035323.0,44406558.0,
March 2022,9237168.0,191930.0,-4175953.0,130381018.0,42401649.0,
June 2022,9477832.0,394835.0,2025523.0,135238785.0,46542175.0,
