,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,11.0,,-11.0,,
June 2010,4.0,,-4.0,,
September 2010,5.0,,-5.0,,
December 2010,31980.0,,-31980.0,2.0,2.0
March 2011,3000.0,,-3000.0,,
June 2011,3000.0,,-3000.0,8.0,8.0
September 2011,4.0,,-4000.0,4.0,4.0
December 2011,23925996.0,,-23922000.0,4393000.0,4393000.0
March 2012,4282000.0,,-4000.0,12000.0,12000.0
June 2012,4281.0,,-4000.0,8000.0,8000.0
September 2012,4890.0,,-4890.0,3000.0,3000.0
December 2012,23090829.0,,-27369110.0,486.0,486.0
March 2013,4327000.0,,-4327.0,3053000.0,3053000.0
June 2013,4491.0,,10509.0,3913.0,3913.0
September 2013,5354.0,,-5354.0,230.0,230.0
December 2013,-4290601.0,,-22072.0,450.0,450.0
March 2014,9888.0,,-10138.0,8465.0,8465.0
June 2014,13577.0,,-13577.0,44458.0,44458.0
September 2014,4447.0,,-4447.0,41280.0,41280.0
December 2014,11507.0,,-11507.0,37735.0,37735.0
March 2015,6268.0,,-6268.0,25978.0,25978.0
June 2015,7350.0,,-7350.0,19894.0,19894.0
September 2015,6069.0,,-6069.0,14785.0,14785.0
December 2015,10488.0,,-10488.0,11924.0,11924.0
March 2016,5074.0,,-5074.0,2312.0,2312.0
June 2016,5414.0,,-5414.0,2312.0,2312.0
September 2016,6359.0,,-6609.0,38517.0,38517.0
December 2016,12929.0,,-12929.0,30479.0,30479.0
March 2017,5740.0,,-5740.0,20094.0,20094.0
June 2017,4780.0,,-5030.0,16591.0,16591.0
September 2017,5904.0,,-5904.0,16591.0,16591.0
December 2017,12477.0,,-12477.0,8043.0,8043.0
March 2018,5205.0,701750.0,-5205.0,,8043.0
June 2018,6094.0,701750.0,-6094.0,8043.0,8043.0
September 2018,6183.0,701750.0,-6232.0,8148.0,8148.0
December 2018,15312.0,701750.0,403531.0,9483000.0,8098.0
March 2019,5214.0,654000.0,-5214.0,4194.0,4194.0
June 2019,8177.0,662000.0,-8177.0,7737.0,7737.0
September 2019,6839.0,724000.0,157000.0,2382.0,2382.0
December 2019,,945000.0,51391.0,14276000.0,11038000.0
March 2020,,1091000.0,-237000.0,12687000.0,9464000.0
June 2020,,1240000.0,-324000.0,12081000.0,11265000.0
September 2020,,1086000.0,-192000.0,9846000.0,9028000.0
December 2020,,1045000.0,-36000.0,12284000.0,11487000.0
March 2021,,810000.0,-28000.0,9672000.0,8890000.0
June 2021,,878000.0,7267000.0,11593000.0,10828000.0
September 2021,,866000.0,1411000.0,14354000.0,13604000.0
December 2021,,1013000.0,-757000.0,14288000.0,14239000.0
March 2022,,1305000.0,-554000.0,12936000.0,12895000.0
June 2022,,1097000.0,-214000.0,13620000.0,13586000.0
