,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,6123500.0,1949000.0,-2528000.0,,
June 2009,6123500.0,1949000.0,-2528000.0,,
September 2009,6123500.0,1949000.0,-2528000.0,,
December 2009,6123500.0,1949000.0,-2528000.0,,
March 2010,5781000.0,1955750.0,-2794250.0,,
June 2010,5781000.0,1955750.0,-2794250.0,,
September 2010,5781000.0,1955750.0,-2794250.0,,
December 2010,5781000.0,1955750.0,-2794250.0,40440000.0,30802000.0
March 2011,5717000.0,2180000.0,-1098000.0,,
June 2011,4204000.0,1569000.0,-452000.0,,
September 2011,4630000.0,1593000.0,-86000.0,,
December 2011,4204000.0,1782000.0,473000.0,38279000.0,24704000.0
March 2012,4261000.0,1697000.0,289000.0,,
June 2012,3904000.0,1574000.0,-1754000.0,36604000.0,23964000.0
September 2012,3436000.0,1221000.0,-1673000.0,34665000.0,22693000.0
December 2012,,,,31516000.0,21313000.0
March 2013,3668000.0,1181000.0,-866000.0,30806000.0,22426000.0
June 2013,3172000.0,1028000.0,193000.0,30970000.0,22872000.0
