,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2019,3413250.0,3265000.0,,
June 2019,3413250.0,3265000.0,,
September 2019,3413250.0,3265000.0,,
December 2019,3413250.0,3265000.0,,
March 2020,6077500.0,-1082000.0,,
June 2020,6077500.0,-1082000.0,,
September 2020,6077500.0,-1082000.0,,
December 2020,6077500.0,-1082000.0,1057805000.0,66068000.0
March 2021,5012000.0,-2700000.0,,
June 2021,6650000.0,-2700000.0,,
September 2021,23383000.0,-2700000.0,,
December 2021,23383000.0,1112000.0,1126693000.0,132388000.0
March 2022,27391000.0,-2222000.0,1143121000.0,153526000.0
June 2022,17576000.0,1394000.0,1156133000.0,135415000.0
