,NetIncomeLoss,Assets
March 2009,2232000.0,
June 2009,2232000.0,
September 2009,2232000.0,
December 2009,2232000.0,
March 2010,2340000.0,
June 2010,2544000.0,
September 2010,887000.0,
December 2010,1592000.0,1286571000.0
March 2011,1529000.0,
June 2011,2184000.0,1345899000.0
September 2011,2526000.0,1351242000.0
December 2011,1541000.0,1335405000.0
March 2012,1879000.0,1348171000.0
June 2012,2573000.0,1399692000.0
September 2012,1635000.0,1423302000.0
December 2012,2098000.0,1437903000.0
March 2013,2334000.0,1386362000.0
June 2013,3799000.0,1378424000.0
September 2013,3367000.0,1383299000.0
December 2013,3869000.0,1410249000.0
March 2014,3799000.0,1458321000.0
June 2014,4237000.0,1498039000.0
September 2014,3551000.0,1489024000.0
December 2014,3653000.0,1637320000.0
March 2015,3738000.0,1733417000.0
June 2015,4557000.0,1734111000.0
September 2015,4410000.0,1717134000.0
December 2015,5362000.0,1796537000.0
March 2016,4036000.0,1764167000.0
June 2016,4086000.0,1843288000.0
September 2016,3929000.0,1973240000.0
December 2016,5517000.0,2032873000.0
March 2017,4551000.0,1999725000.0
June 2017,5202000.0,2077980000.0
September 2017,5742000.0,2077993000.0
December 2017,4044000.0,2340298000.0
March 2018,6710000.0,2373524000.0
June 2018,7992000.0,2425443000.0
September 2018,7071000.0,2463040000.0
December 2018,7904000.0,2522502000.0
March 2019,8895000.0,2539087000.0
June 2019,8829000.0,2577032000.0
September 2019,8952000.0,2635960000.0
December 2019,9285000.0,2593819000.0
March 2020,7807000.0,2670469000.0
June 2020,8303000.0,3110044000.0
September 2020,10356000.0,3199618000.0
December 2020,8979000.0,3220742000.0
March 2021,11078000.0,3326037000.0
June 2021,11708000.0,3272048000.0
September 2021,10605000.0,3442739000.0
December 2021,9621000.0,3371014000.0
March 2022,7407000.0,3418854000.0
June 2022,9204000.0,3396635000.0
