,NetIncomeLoss,Assets
March 2015,4821750.0,
June 2015,4821750.0,
September 2015,4821750.0,
December 2015,4821750.0,
March 2016,5098000.0,
June 2016,4818000.0,
September 2016,13958000.0,
December 2016,12480000.0,1952054000.0
March 2017,12594000.0,
June 2017,14727000.0,2138177000.0
September 2017,11948000.0,2244099000.0
December 2017,15530000.0,2578756000.0
March 2018,17573000.0,2681669000.0
June 2018,16974000.0,2815258000.0
September 2018,21267000.0,2905345000.0
December 2018,13561000.0,3096797000.0
March 2019,13938000.0,3131943000.0
June 2019,16134000.0,3212318000.0
September 2019,23388000.0,3991788000.0
December 2019,25934000.0,3917858000.0
March 2020,10816000.0,4274054000.0
June 2020,15353000.0,4144055000.0
September 2020,8750000.0,4204469000.0
December 2020,16262000.0,4258483000.0
March 2021,22223000.0,4206045000.0
June 2021,21214000.0,4423611000.0
September 2021,28698000.0,4501972000.0
December 2021,30291000.0,4618648000.0
March 2022,26758000.0,4852520000.0
June 2022,33516000.0,4979442000.0
