,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2009,26650000.0,260575000.0,-11900000.0,,
September 2009,26650000.0,260575000.0,-11900000.0,,
December 2009,26650000.0,260575000.0,-11900000.0,,
March 2010,26650000.0,260575000.0,-11900000.0,,
June 2010,29900000.0,251900000.0,-17800000.0,,
September 2010,29600000.0,260600000.0,-7600000.0,,
December 2010,28800000.0,252900000.0,-11600000.0,,
March 2011,31100000.0,276300000.0,-812800000.0,,
June 2011,32000000.0,261600000.0,-39200000.0,11357000000.0,1618400000.0
September 2011,31100000.0,270900000.0,-14000000.0,11345600000.0,1659500000.0
December 2011,30100000.0,268400000.0,-16500000.0,11072900000.0,1627100000.0
March 2012,33600000.0,252400000.0,-389100000.0,11138600000.0,1749800000.0
June 2012,35800000.0,296100000.0,-31500000.0,10420400000.0,1711300000.0
September 2012,36400000.0,296800000.0,-66200000.0,10851200000.0,1963600000.0
