,NetIncomeLoss,Assets,AssetsCurrent
March 2009,4543500.0,,
June 2009,4543500.0,,
September 2009,4543500.0,,
December 2009,4543500.0,,
March 2010,4618000.0,,
June 2010,6446000.0,,
September 2010,6380000.0,,
December 2010,5288000.0,263903000.0,81850000.0
March 2011,7779000.0,,
June 2011,7580000.0,267284000.0,82424000.0
September 2011,8310000.0,264502000.0,82425000.0
December 2011,9577000.0,272742000.0,91271000.0
March 2012,-5788000.0,274572000.0,89499000.0
June 2012,10162000.0,240532000.0,54852000.0
September 2012,4397000.0,257993000.0,62032000.0
December 2012,10096000.0,252593000.0,57822000.0
March 2013,11290000.0,263128000.0,63965000.0
