,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2017,2387.0,-2387.0,95000.0,95000.0
March 2018,38205.0,-38205.0,,
June 2018,15625.0,-15625.0,215733.0,
September 2018,72819.0,-72623.0,46946885.0,822746.0
December 2018,197295.0,145882.0,47160996.0,790476.0
March 2019,92663.0,-92646.0,47323474.0,675219.0
June 2019,105998.0,-59500.0,47468798.0,543279.0
September 2019,150031.0,121132.0,48150930.0,511607.0
December 2019,239610.0,-419201.0,48777222.0,476989.0
March 2020,209096.0,-175047.0,49291821.0,357432.0
June 2020,144252.0,-86949.0,25552782.0,276089.0
September 2020,485080.0,-484087.0,26119423.0,525116.0
