,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2015,521.5,,-521.5,,
September 2015,521.5,,-521.5,,
December 2015,9183.0,,-9183.0,183957.0,183957.0
March 2016,7264.0,4214000.0,-7264.0,,
June 2016,0.0,4214000.0,0.0,,
September 2016,67027.0,4214000.0,-36382.0,52012196.0,512196.0
December 2016,318199709.0,4214000.0,-64349.0,55150604.0,418776.0
March 2017,86528000.0,2106000.0,-188845.0,54966023.0,249276.0
June 2017,162035.0,2106000.0,-75024.0,55068787.0,242422.0
September 2017,101480000.0,3002000.0,2258000.0,55462751.0,514704.0
December 2017,109021000.0,15331000.0,1875000.0,55264031.0,182132.0
March 2018,95220000.0,7790000.0,-146750.0,55464473.0,80603.0
June 2018,101557000.0,7848000.0,-5880000.0,51933300.0,28626.0
September 2018,88427000.0,3725000.0,-2562000.0,327306000.0,84409000.0
December 2018,86044000.0,12718000.0,-5652000.0,388618000.0,85145000.0
March 2019,86680000.0,6750000.0,-6446000.0,472115000.0,83980000.0
June 2019,104989000.0,7586000.0,-14130000.0,460314000.0,82882000.0
September 2019,91158000.0,6695000.0,-5844000.0,452277000.0,80769000.0
December 2019,97126000.0,9764000.0,-7169000.0,464505000.0,94214000.0
March 2020,93374000.0,6609000.0,-5869000.0,447919000.0,82260000.0
June 2020,88325000.0,6008000.0,-7858000.0,449699000.0,91376000.0
September 2020,101920000.0,6688000.0,85740000.0,380411000.0,104682000.0
December 2020,99862000.0,6520000.0,-1004000.0,417829000.0,135884000.0
March 2021,,8289000.0,-2679000.0,400492000.0,122778000.0
June 2021,,6704000.0,-9477000.0,442876000.0,86334000.0
September 2021,,7220000.0,-549000.0,1335184000.0,580681000.0
December 2021,,6195000.0,,1351942000.0,603132000.0
March 2022,,7503000.0,,1350339000.0,611654000.0
June 2022,,9346000.0,,1361303000.0,627429000.0
